year,category1,category2,category1_index,category2_index,exchange
1985 to 1986,Agriculture,Beach and Dune,0,1,0.0
1985 to 1986,Agriculture,Forest Plantation,0,2,8.0
1985 to 1986,Agriculture,Grassland,0,3,11668.0
1985 to 1986,Agriculture,Mining,0,4,0.0
1985 to 1986,Agriculture,Mosaic of Agriculture and Pasture,0,5,0.0
1985 to 1986,Agriculture,Natural Forest,0,6,36549.0
1985 to 1986,Agriculture,Non Observed,0,7,0.0
1985 to 1986,Agriculture,Other Non Forest Natural Formation,0,8,0.0
1985 to 1986,Agriculture,Other Non Vegetated Area,0,9,35393.0
1985 to 1986,Agriculture,Pasture,0,10,78750.0
1985 to 1986,Agriculture,"River, Lake and Ocean",0,11,88.0
1985 to 1986,Agriculture,Rocky outcrop,0,12,0.0
1985 to 1986,Agriculture,Salt flat,0,13,0.0
1985 to 1986,Agriculture,Urban Infrastructure,0,14,0.0
1985 to 1986,Agriculture,Wetland,0,15,0.0
1985 to 1986,Beach and Dune,Forest Plantation,1,2,0.0
1985 to 1986,Beach and Dune,Grassland,1,3,0.0
1985 to 1986,Beach and Dune,Mining,1,4,0.0
1985 to 1986,Beach and Dune,Mosaic of Agriculture and Pasture,1,5,0.0
1985 to 1986,Beach and Dune,Natural Forest,1,6,0.0
1985 to 1986,Beach and Dune,Non Observed,1,7,2.0
1985 to 1986,Beach and Dune,Other Non Forest Natural Formation,1,8,0.0
1985 to 1986,Beach and Dune,Other Non Vegetated Area,1,9,0.0
1985 to 1986,Beach and Dune,Pasture,1,10,4.0
1985 to 1986,Beach and Dune,"River, Lake and Ocean",1,11,4.0
1985 to 1986,Beach and Dune,Rocky outcrop,1,12,0.0
1985 to 1986,Beach and Dune,Salt flat,1,13,0.0
1985 to 1986,Beach and Dune,Urban Infrastructure,1,14,0.0
1985 to 1986,Beach and Dune,Wetland,1,15,0.0
1985 to 1986,Forest Plantation,Grassland,2,3,8.0
1985 to 1986,Forest Plantation,Mining,2,4,0.0
1985 to 1986,Forest Plantation,Mosaic of Agriculture and Pasture,2,5,0.0
1985 to 1986,Forest Plantation,Natural Forest,2,6,0.0
1985 to 1986,Forest Plantation,Non Observed,2,7,0.0
1985 to 1986,Forest Plantation,Other Non Forest Natural Formation,2,8,0.0
1985 to 1986,Forest Plantation,Other Non Vegetated Area,2,9,0.0
1985 to 1986,Forest Plantation,Pasture,2,10,2.0
1985 to 1986,Forest Plantation,"River, Lake and Ocean",2,11,0.0
1985 to 1986,Forest Plantation,Rocky outcrop,2,12,0.0
1985 to 1986,Forest Plantation,Salt flat,2,13,0.0
1985 to 1986,Forest Plantation,Urban Infrastructure,2,14,0.0
1985 to 1986,Forest Plantation,Wetland,2,15,0.0
1985 to 1986,Grassland,Mining,3,4,0.0
1985 to 1986,Grassland,Mosaic of Agriculture and Pasture,3,5,0.0
1985 to 1986,Grassland,Natural Forest,3,6,0.0
1985 to 1986,Grassland,Non Observed,3,7,0.0
1985 to 1986,Grassland,Other Non Forest Natural Formation,3,8,0.0
1985 to 1986,Grassland,Other Non Vegetated Area,3,9,0.0
1985 to 1986,Grassland,Pasture,3,10,8494.0
1985 to 1986,Grassland,"River, Lake and Ocean",3,11,503.0
1985 to 1986,Grassland,Rocky outcrop,3,12,0.0
1985 to 1986,Grassland,Salt flat,3,13,0.0
1985 to 1986,Grassland,Urban Infrastructure,3,14,0.0
1985 to 1986,Grassland,Wetland,3,15,0.0
1985 to 1986,Mining,Mosaic of Agriculture and Pasture,4,5,0.0
1985 to 1986,Mining,Natural Forest,4,6,0.0
1985 to 1986,Mining,Non Observed,4,7,0.0
1985 to 1986,Mining,Other Non Forest Natural Formation,4,8,0.0
1985 to 1986,Mining,Other Non Vegetated Area,4,9,0.0
1985 to 1986,Mining,Pasture,4,10,0.0
1985 to 1986,Mining,"River, Lake and Ocean",4,11,0.0
1985 to 1986,Mining,Rocky outcrop,4,12,0.0
1985 to 1986,Mining,Salt flat,4,13,0.0
1985 to 1986,Mining,Urban Infrastructure,4,14,0.0
1985 to 1986,Mining,Wetland,4,15,0.0
1985 to 1986,Mosaic of Agriculture and Pasture,Natural Forest,5,6,0.0
1985 to 1986,Mosaic of Agriculture and Pasture,Non Observed,5,7,0.0
1985 to 1986,Mosaic of Agriculture and Pasture,Other Non Forest Natural Formation,5,8,0.0
1985 to 1986,Mosaic of Agriculture and Pasture,Other Non Vegetated Area,5,9,0.0
1985 to 1986,Mosaic of Agriculture and Pasture,Pasture,5,10,0.0
1985 to 1986,Mosaic of Agriculture and Pasture,"River, Lake and Ocean",5,11,0.0
1985 to 1986,Mosaic of Agriculture and Pasture,Rocky outcrop,5,12,0.0
1985 to 1986,Mosaic of Agriculture and Pasture,Salt flat,5,13,0.0
1985 to 1986,Mosaic of Agriculture and Pasture,Urban Infrastructure,5,14,0.0
1985 to 1986,Mosaic of Agriculture and Pasture,Wetland,5,15,0.0
1985 to 1986,Natural Forest,Non Observed,6,7,2.0
1985 to 1986,Natural Forest,Other Non Forest Natural Formation,6,8,0.0
1985 to 1986,Natural Forest,Other Non Vegetated Area,6,9,0.0
1985 to 1986,Natural Forest,Pasture,6,10,8373.0
1985 to 1986,Natural Forest,"River, Lake and Ocean",6,11,2866.0
1985 to 1986,Natural Forest,Rocky outcrop,6,12,0.0
1985 to 1986,Natural Forest,Salt flat,6,13,0.0
1985 to 1986,Natural Forest,Urban Infrastructure,6,14,0.0
1985 to 1986,Natural Forest,Wetland,6,15,0.0
1985 to 1986,Non Observed,Other Non Forest Natural Formation,7,8,0.0
1985 to 1986,Non Observed,Other Non Vegetated Area,7,9,0.0
1985 to 1986,Non Observed,Pasture,7,10,0.0
1985 to 1986,Non Observed,"River, Lake and Ocean",7,11,1.0
1985 to 1986,Non Observed,Rocky outcrop,7,12,0.0
1985 to 1986,Non Observed,Salt flat,7,13,0.0
1985 to 1986,Non Observed,Urban Infrastructure,7,14,0.0
1985 to 1986,Non Observed,Wetland,7,15,0.0
1985 to 1986,Other Non Forest Natural Formation,Other Non Vegetated Area,8,9,0.0
1985 to 1986,Other Non Forest Natural Formation,Pasture,8,10,0.0
1985 to 1986,Other Non Forest Natural Formation,"River, Lake and Ocean",8,11,0.0
1985 to 1986,Other Non Forest Natural Formation,Rocky outcrop,8,12,0.0
1985 to 1986,Other Non Forest Natural Formation,Salt flat,8,13,0.0
1985 to 1986,Other Non Forest Natural Formation,Urban Infrastructure,8,14,0.0
1985 to 1986,Other Non Forest Natural Formation,Wetland,8,15,0.0
1985 to 1986,Other Non Vegetated Area,Pasture,9,10,27775.0
1985 to 1986,Other Non Vegetated Area,"River, Lake and Ocean",9,11,1027.0
1985 to 1986,Other Non Vegetated Area,Rocky outcrop,9,12,0.0
1985 to 1986,Other Non Vegetated Area,Salt flat,9,13,0.0
1985 to 1986,Other Non Vegetated Area,Urban Infrastructure,9,14,1.0
1985 to 1986,Other Non Vegetated Area,Wetland,9,15,0.0
1985 to 1986,Pasture,"River, Lake and Ocean",10,11,433.0
1985 to 1986,Pasture,Rocky outcrop,10,12,0.0
1985 to 1986,Pasture,Salt flat,10,13,0.0
1985 to 1986,Pasture,Urban Infrastructure,10,14,0.0
1985 to 1986,Pasture,Wetland,10,15,0.0
1985 to 1986,"River, Lake and Ocean",Rocky outcrop,11,12,0.0
1985 to 1986,"River, Lake and Ocean",Salt flat,11,13,0.0
1985 to 1986,"River, Lake and Ocean",Urban Infrastructure,11,14,0.0
1985 to 1986,"River, Lake and Ocean",Wetland,11,15,0.0
1985 to 1986,Rocky outcrop,Salt flat,12,13,0.0
1985 to 1986,Rocky outcrop,Urban Infrastructure,12,14,0.0
1985 to 1986,Rocky outcrop,Wetland,12,15,0.0
1985 to 1986,Salt flat,Urban Infrastructure,13,14,0.0
1985 to 1986,Salt flat,Wetland,13,15,0.0
1985 to 1986,Urban Infrastructure,Wetland,14,15,0.0
1986 to 1987,Agriculture,Beach and Dune,0,1,0.0
1986 to 1987,Agriculture,Forest Plantation,0,2,160.0
1986 to 1987,Agriculture,Grassland,0,3,19226.0
1986 to 1987,Agriculture,Mining,0,4,0.0
1986 to 1987,Agriculture,Mosaic of Agriculture and Pasture,0,5,0.0
1986 to 1987,Agriculture,Natural Forest,0,6,42614.0
1986 to 1987,Agriculture,Non Observed,0,7,0.0
1986 to 1987,Agriculture,Other Non Forest Natural Formation,0,8,0.0
1986 to 1987,Agriculture,Other Non Vegetated Area,0,9,13061.0
1986 to 1987,Agriculture,Pasture,0,10,59595.0
1986 to 1987,Agriculture,"River, Lake and Ocean",0,11,95.0
1986 to 1987,Agriculture,Rocky outcrop,0,12,0.0
1986 to 1987,Agriculture,Salt flat,0,13,0.0
1986 to 1987,Agriculture,Urban Infrastructure,0,14,0.0
1986 to 1987,Agriculture,Wetland,0,15,0.0
1986 to 1987,Beach and Dune,Forest Plantation,1,2,0.0
1986 to 1987,Beach and Dune,Grassland,1,3,0.0
1986 to 1987,Beach and Dune,Mining,1,4,0.0
1986 to 1987,Beach and Dune,Mosaic of Agriculture and Pasture,1,5,0.0
1986 to 1987,Beach and Dune,Natural Forest,1,6,0.0
1986 to 1987,Beach and Dune,Non Observed,1,7,1.0
1986 to 1987,Beach and Dune,Other Non Forest Natural Formation,1,8,0.0
1986 to 1987,Beach and Dune,Other Non Vegetated Area,1,9,0.0
1986 to 1987,Beach and Dune,Pasture,1,10,5.0
1986 to 1987,Beach and Dune,"River, Lake and Ocean",1,11,5.0
1986 to 1987,Beach and Dune,Rocky outcrop,1,12,0.0
1986 to 1987,Beach and Dune,Salt flat,1,13,0.0
1986 to 1987,Beach and Dune,Urban Infrastructure,1,14,0.0
1986 to 1987,Beach and Dune,Wetland,1,15,0.0
1986 to 1987,Forest Plantation,Grassland,2,3,45.0
1986 to 1987,Forest Plantation,Mining,2,4,0.0
1986 to 1987,Forest Plantation,Mosaic of Agriculture and Pasture,2,5,0.0
1986 to 1987,Forest Plantation,Natural Forest,2,6,0.0
1986 to 1987,Forest Plantation,Non Observed,2,7,0.0
1986 to 1987,Forest Plantation,Other Non Forest Natural Formation,2,8,0.0
1986 to 1987,Forest Plantation,Other Non Vegetated Area,2,9,0.0
1986 to 1987,Forest Plantation,Pasture,2,10,7.0
1986 to 1987,Forest Plantation,"River, Lake and Ocean",2,11,0.0
1986 to 1987,Forest Plantation,Rocky outcrop,2,12,0.0
1986 to 1987,Forest Plantation,Salt flat,2,13,0.0
1986 to 1987,Forest Plantation,Urban Infrastructure,2,14,0.0
1986 to 1987,Forest Plantation,Wetland,2,15,0.0
1986 to 1987,Grassland,Mining,3,4,0.0
1986 to 1987,Grassland,Mosaic of Agriculture and Pasture,3,5,0.0
1986 to 1987,Grassland,Natural Forest,3,6,0.0
1986 to 1987,Grassland,Non Observed,3,7,0.0
1986 to 1987,Grassland,Other Non Forest Natural Formation,3,8,0.0
1986 to 1987,Grassland,Other Non Vegetated Area,3,9,0.0
1986 to 1987,Grassland,Pasture,3,10,14207.0
1986 to 1987,Grassland,"River, Lake and Ocean",3,11,469.0
1986 to 1987,Grassland,Rocky outcrop,3,12,0.0
1986 to 1987,Grassland,Salt flat,3,13,0.0
1986 to 1987,Grassland,Urban Infrastructure,3,14,0.0
1986 to 1987,Grassland,Wetland,3,15,0.0
1986 to 1987,Mining,Mosaic of Agriculture and Pasture,4,5,0.0
1986 to 1987,Mining,Natural Forest,4,6,0.0
1986 to 1987,Mining,Non Observed,4,7,0.0
1986 to 1987,Mining,Other Non Forest Natural Formation,4,8,0.0
1986 to 1987,Mining,Other Non Vegetated Area,4,9,0.0
1986 to 1987,Mining,Pasture,4,10,0.0
1986 to 1987,Mining,"River, Lake and Ocean",4,11,0.0
1986 to 1987,Mining,Rocky outcrop,4,12,0.0
1986 to 1987,Mining,Salt flat,4,13,0.0
1986 to 1987,Mining,Urban Infrastructure,4,14,0.0
1986 to 1987,Mining,Wetland,4,15,0.0
1986 to 1987,Mosaic of Agriculture and Pasture,Natural Forest,5,6,0.0
1986 to 1987,Mosaic of Agriculture and Pasture,Non Observed,5,7,0.0
1986 to 1987,Mosaic of Agriculture and Pasture,Other Non Forest Natural Formation,5,8,0.0
1986 to 1987,Mosaic of Agriculture and Pasture,Other Non Vegetated Area,5,9,0.0
1986 to 1987,Mosaic of Agriculture and Pasture,Pasture,5,10,0.0
1986 to 1987,Mosaic of Agriculture and Pasture,"River, Lake and Ocean",5,11,0.0
1986 to 1987,Mosaic of Agriculture and Pasture,Rocky outcrop,5,12,0.0
1986 to 1987,Mosaic of Agriculture and Pasture,Salt flat,5,13,0.0
1986 to 1987,Mosaic of Agriculture and Pasture,Urban Infrastructure,5,14,0.0
1986 to 1987,Mosaic of Agriculture and Pasture,Wetland,5,15,0.0
1986 to 1987,Natural Forest,Non Observed,6,7,2.0
1986 to 1987,Natural Forest,Other Non Forest Natural Formation,6,8,0.0
1986 to 1987,Natural Forest,Other Non Vegetated Area,6,9,0.0
1986 to 1987,Natural Forest,Pasture,6,10,10445.0
1986 to 1987,Natural Forest,"River, Lake and Ocean",6,11,2186.0
1986 to 1987,Natural Forest,Rocky outcrop,6,12,0.0
1986 to 1987,Natural Forest,Salt flat,6,13,0.0
1986 to 1987,Natural Forest,Urban Infrastructure,6,14,0.0
1986 to 1987,Natural Forest,Wetland,6,15,0.0
1986 to 1987,Non Observed,Other Non Forest Natural Formation,7,8,0.0
1986 to 1987,Non Observed,Other Non Vegetated Area,7,9,0.0
1986 to 1987,Non Observed,Pasture,7,10,1.0
1986 to 1987,Non Observed,"River, Lake and Ocean",7,11,1.0
1986 to 1987,Non Observed,Rocky outcrop,7,12,0.0
1986 to 1987,Non Observed,Salt flat,7,13,0.0
1986 to 1987,Non Observed,Urban Infrastructure,7,14,0.0
1986 to 1987,Non Observed,Wetland,7,15,0.0
1986 to 1987,Other Non Forest Natural Formation,Other Non Vegetated Area,8,9,0.0
1986 to 1987,Other Non Forest Natural Formation,Pasture,8,10,0.0
1986 to 1987,Other Non Forest Natural Formation,"River, Lake and Ocean",8,11,0.0
1986 to 1987,Other Non Forest Natural Formation,Rocky outcrop,8,12,0.0
1986 to 1987,Other Non Forest Natural Formation,Salt flat,8,13,0.0
1986 to 1987,Other Non Forest Natural Formation,Urban Infrastructure,8,14,0.0
1986 to 1987,Other Non Forest Natural Formation,Wetland,8,15,0.0
1986 to 1987,Other Non Vegetated Area,Pasture,9,10,17301.0
1986 to 1987,Other Non Vegetated Area,"River, Lake and Ocean",9,11,1791.0
1986 to 1987,Other Non Vegetated Area,Rocky outcrop,9,12,0.0
1986 to 1987,Other Non Vegetated Area,Salt flat,9,13,0.0
1986 to 1987,Other Non Vegetated Area,Urban Infrastructure,9,14,0.0
1986 to 1987,Other Non Vegetated Area,Wetland,9,15,0.0
1986 to 1987,Pasture,"River, Lake and Ocean",10,11,1275.0
1986 to 1987,Pasture,Rocky outcrop,10,12,0.0
1986 to 1987,Pasture,Salt flat,10,13,0.0
1986 to 1987,Pasture,Urban Infrastructure,10,14,0.0
1986 to 1987,Pasture,Wetland,10,15,0.0
1986 to 1987,"River, Lake and Ocean",Rocky outcrop,11,12,0.0
1986 to 1987,"River, Lake and Ocean",Salt flat,11,13,0.0
1986 to 1987,"River, Lake and Ocean",Urban Infrastructure,11,14,0.0
1986 to 1987,"River, Lake and Ocean",Wetland,11,15,0.0
1986 to 1987,Rocky outcrop,Salt flat,12,13,0.0
1986 to 1987,Rocky outcrop,Urban Infrastructure,12,14,0.0
1986 to 1987,Rocky outcrop,Wetland,12,15,0.0
1986 to 1987,Salt flat,Urban Infrastructure,13,14,0.0
1986 to 1987,Salt flat,Wetland,13,15,0.0
1986 to 1987,Urban Infrastructure,Wetland,14,15,0.0
1987 to 1988,Agriculture,Beach and Dune,0,1,0.0
1987 to 1988,Agriculture,Forest Plantation,0,2,70.0
1987 to 1988,Agriculture,Grassland,0,3,12332.0
1987 to 1988,Agriculture,Mining,0,4,0.0
1987 to 1988,Agriculture,Mosaic of Agriculture and Pasture,0,5,0.0
1987 to 1988,Agriculture,Natural Forest,0,6,13364.0
1987 to 1988,Agriculture,Non Observed,0,7,0.0
1987 to 1988,Agriculture,Other Non Forest Natural Formation,0,8,0.0
1987 to 1988,Agriculture,Other Non Vegetated Area,0,9,10015.0
1987 to 1988,Agriculture,Pasture,0,10,115105.0
1987 to 1988,Agriculture,"River, Lake and Ocean",0,11,21.0
1987 to 1988,Agriculture,Rocky outcrop,0,12,0.0
1987 to 1988,Agriculture,Salt flat,0,13,0.0
1987 to 1988,Agriculture,Urban Infrastructure,0,14,0.0
1987 to 1988,Agriculture,Wetland,0,15,0.0
1987 to 1988,Beach and Dune,Forest Plantation,1,2,0.0
1987 to 1988,Beach and Dune,Grassland,1,3,0.0
1987 to 1988,Beach and Dune,Mining,1,4,0.0
1987 to 1988,Beach and Dune,Mosaic of Agriculture and Pasture,1,5,0.0
1987 to 1988,Beach and Dune,Natural Forest,1,6,0.0
1987 to 1988,Beach and Dune,Non Observed,1,7,1.0
1987 to 1988,Beach and Dune,Other Non Forest Natural Formation,1,8,0.0
1987 to 1988,Beach and Dune,Other Non Vegetated Area,1,9,0.0
1987 to 1988,Beach and Dune,Pasture,1,10,8.0
1987 to 1988,Beach and Dune,"River, Lake and Ocean",1,11,8.0
1987 to 1988,Beach and Dune,Rocky outcrop,1,12,0.0
1987 to 1988,Beach and Dune,Salt flat,1,13,0.0
1987 to 1988,Beach and Dune,Urban Infrastructure,1,14,0.0
1987 to 1988,Beach and Dune,Wetland,1,15,0.0
1987 to 1988,Forest Plantation,Grassland,2,3,5.0
1987 to 1988,Forest Plantation,Mining,2,4,0.0
1987 to 1988,Forest Plantation,Mosaic of Agriculture and Pasture,2,5,0.0
1987 to 1988,Forest Plantation,Natural Forest,2,6,0.0
1987 to 1988,Forest Plantation,Non Observed,2,7,0.0
1987 to 1988,Forest Plantation,Other Non Forest Natural Formation,2,8,0.0
1987 to 1988,Forest Plantation,Other Non Vegetated Area,2,9,0.0
1987 to 1988,Forest Plantation,Pasture,2,10,5.0
1987 to 1988,Forest Plantation,"River, Lake and Ocean",2,11,0.0
1987 to 1988,Forest Plantation,Rocky outcrop,2,12,0.0
1987 to 1988,Forest Plantation,Salt flat,2,13,0.0
1987 to 1988,Forest Plantation,Urban Infrastructure,2,14,0.0
1987 to 1988,Forest Plantation,Wetland,2,15,0.0
1987 to 1988,Grassland,Mining,3,4,1.0
1987 to 1988,Grassland,Mosaic of Agriculture and Pasture,3,5,0.0
1987 to 1988,Grassland,Natural Forest,3,6,0.0
1987 to 1988,Grassland,Non Observed,3,7,0.0
1987 to 1988,Grassland,Other Non Forest Natural Formation,3,8,0.0
1987 to 1988,Grassland,Other Non Vegetated Area,3,9,0.0
1987 to 1988,Grassland,Pasture,3,10,8571.0
1987 to 1988,Grassland,"River, Lake and Ocean",3,11,373.0
1987 to 1988,Grassland,Rocky outcrop,3,12,0.0
1987 to 1988,Grassland,Salt flat,3,13,0.0
1987 to 1988,Grassland,Urban Infrastructure,3,14,0.0
1987 to 1988,Grassland,Wetland,3,15,0.0
1987 to 1988,Mining,Mosaic of Agriculture and Pasture,4,5,0.0
1987 to 1988,Mining,Natural Forest,4,6,0.0
1987 to 1988,Mining,Non Observed,4,7,0.0
1987 to 1988,Mining,Other Non Forest Natural Formation,4,8,0.0
1987 to 1988,Mining,Other Non Vegetated Area,4,9,0.0
1987 to 1988,Mining,Pasture,4,10,1.0
1987 to 1988,Mining,"River, Lake and Ocean",4,11,0.0
1987 to 1988,Mining,Rocky outcrop,4,12,0.0
1987 to 1988,Mining,Salt flat,4,13,0.0
1987 to 1988,Mining,Urban Infrastructure,4,14,0.0
1987 to 1988,Mining,Wetland,4,15,0.0
1987 to 1988,Mosaic of Agriculture and Pasture,Natural Forest,5,6,0.0
1987 to 1988,Mosaic of Agriculture and Pasture,Non Observed,5,7,0.0
1987 to 1988,Mosaic of Agriculture and Pasture,Other Non Forest Natural Formation,5,8,0.0
1987 to 1988,Mosaic of Agriculture and Pasture,Other Non Vegetated Area,5,9,0.0
1987 to 1988,Mosaic of Agriculture and Pasture,Pasture,5,10,0.0
1987 to 1988,Mosaic of Agriculture and Pasture,"River, Lake and Ocean",5,11,0.0
1987 to 1988,Mosaic of Agriculture and Pasture,Rocky outcrop,5,12,0.0
1987 to 1988,Mosaic of Agriculture and Pasture,Salt flat,5,13,0.0
1987 to 1988,Mosaic of Agriculture and Pasture,Urban Infrastructure,5,14,0.0
1987 to 1988,Mosaic of Agriculture and Pasture,Wetland,5,15,0.0
1987 to 1988,Natural Forest,Non Observed,6,7,1.0
1987 to 1988,Natural Forest,Other Non Forest Natural Formation,6,8,0.0
1987 to 1988,Natural Forest,Other Non Vegetated Area,6,9,0.0
1987 to 1988,Natural Forest,Pasture,6,10,6772.0
1987 to 1988,Natural Forest,"River, Lake and Ocean",6,11,2103.0
1987 to 1988,Natural Forest,Rocky outcrop,6,12,0.0
1987 to 1988,Natural Forest,Salt flat,6,13,0.0
1987 to 1988,Natural Forest,Urban Infrastructure,6,14,0.0
1987 to 1988,Natural Forest,Wetland,6,15,0.0
1987 to 1988,Non Observed,Other Non Forest Natural Formation,7,8,0.0
1987 to 1988,Non Observed,Other Non Vegetated Area,7,9,0.0
1987 to 1988,Non Observed,Pasture,7,10,0.0
1987 to 1988,Non Observed,"River, Lake and Ocean",7,11,1.0
1987 to 1988,Non Observed,Rocky outcrop,7,12,0.0
1987 to 1988,Non Observed,Salt flat,7,13,0.0
1987 to 1988,Non Observed,Urban Infrastructure,7,14,0.0
1987 to 1988,Non Observed,Wetland,7,15,0.0
1987 to 1988,Other Non Forest Natural Formation,Other Non Vegetated Area,8,9,0.0
1987 to 1988,Other Non Forest Natural Formation,Pasture,8,10,0.0
1987 to 1988,Other Non Forest Natural Formation,"River, Lake and Ocean",8,11,0.0
1987 to 1988,Other Non Forest Natural Formation,Rocky outcrop,8,12,0.0
1987 to 1988,Other Non Forest Natural Formation,Salt flat,8,13,0.0
1987 to 1988,Other Non Forest Natural Formation,Urban Infrastructure,8,14,0.0
1987 to 1988,Other Non Forest Natural Formation,Wetland,8,15,0.0
1987 to 1988,Other Non Vegetated Area,Pasture,9,10,12809.0
1987 to 1988,Other Non Vegetated Area,"River, Lake and Ocean",9,11,673.0
1987 to 1988,Other Non Vegetated Area,Rocky outcrop,9,12,0.0
1987 to 1988,Other Non Vegetated Area,Salt flat,9,13,0.0
1987 to 1988,Other Non Vegetated Area,Urban Infrastructure,9,14,1.0
1987 to 1988,Other Non Vegetated Area,Wetland,9,15,0.0
1987 to 1988,Pasture,"River, Lake and Ocean",10,11,191.0
1987 to 1988,Pasture,Rocky outcrop,10,12,0.0
1987 to 1988,Pasture,Salt flat,10,13,0.0
1987 to 1988,Pasture,Urban Infrastructure,10,14,0.0
1987 to 1988,Pasture,Wetland,10,15,0.0
1987 to 1988,"River, Lake and Ocean",Rocky outcrop,11,12,0.0
1987 to 1988,"River, Lake and Ocean",Salt flat,11,13,0.0
1987 to 1988,"River, Lake and Ocean",Urban Infrastructure,11,14,0.0
1987 to 1988,"River, Lake and Ocean",Wetland,11,15,0.0
1987 to 1988,Rocky outcrop,Salt flat,12,13,0.0
1987 to 1988,Rocky outcrop,Urban Infrastructure,12,14,0.0
1987 to 1988,Rocky outcrop,Wetland,12,15,0.0
1987 to 1988,Salt flat,Urban Infrastructure,13,14,0.0
1987 to 1988,Salt flat,Wetland,13,15,0.0
1987 to 1988,Urban Infrastructure,Wetland,14,15,0.0
1988 to 1989,Agriculture,Beach and Dune,0,1,0.0
1988 to 1989,Agriculture,Forest Plantation,0,2,238.0
1988 to 1989,Agriculture,Grassland,0,3,19792.0
1988 to 1989,Agriculture,Mining,0,4,0.0
1988 to 1989,Agriculture,Mosaic of Agriculture and Pasture,0,5,1.0
1988 to 1989,Agriculture,Natural Forest,0,6,14220.0
1988 to 1989,Agriculture,Non Observed,0,7,0.0
1988 to 1989,Agriculture,Other Non Forest Natural Formation,0,8,0.0
1988 to 1989,Agriculture,Other Non Vegetated Area,0,9,10844.0
1988 to 1989,Agriculture,Pasture,0,10,144584.0
1988 to 1989,Agriculture,"River, Lake and Ocean",0,11,30.0
1988 to 1989,Agriculture,Rocky outcrop,0,12,0.0
1988 to 1989,Agriculture,Salt flat,0,13,0.0
1988 to 1989,Agriculture,Urban Infrastructure,0,14,0.0
1988 to 1989,Agriculture,Wetland,0,15,0.0
1988 to 1989,Beach and Dune,Forest Plantation,1,2,0.0
1988 to 1989,Beach and Dune,Grassland,1,3,0.0
1988 to 1989,Beach and Dune,Mining,1,4,0.0
1988 to 1989,Beach and Dune,Mosaic of Agriculture and Pasture,1,5,0.0
1988 to 1989,Beach and Dune,Natural Forest,1,6,0.0
1988 to 1989,Beach and Dune,Non Observed,1,7,1.0
1988 to 1989,Beach and Dune,Other Non Forest Natural Formation,1,8,0.0
1988 to 1989,Beach and Dune,Other Non Vegetated Area,1,9,0.0
1988 to 1989,Beach and Dune,Pasture,1,10,1.0
1988 to 1989,Beach and Dune,"River, Lake and Ocean",1,11,1.0
1988 to 1989,Beach and Dune,Rocky outcrop,1,12,0.0
1988 to 1989,Beach and Dune,Salt flat,1,13,0.0
1988 to 1989,Beach and Dune,Urban Infrastructure,1,14,0.0
1988 to 1989,Beach and Dune,Wetland,1,15,0.0
1988 to 1989,Forest Plantation,Grassland,2,3,411.0
1988 to 1989,Forest Plantation,Mining,2,4,0.0
1988 to 1989,Forest Plantation,Mosaic of Agriculture and Pasture,2,5,0.0
1988 to 1989,Forest Plantation,Natural Forest,2,6,0.0
1988 to 1989,Forest Plantation,Non Observed,2,7,0.0
1988 to 1989,Forest Plantation,Other Non Forest Natural Formation,2,8,0.0
1988 to 1989,Forest Plantation,Other Non Vegetated Area,2,9,0.0
1988 to 1989,Forest Plantation,Pasture,2,10,113.0
1988 to 1989,Forest Plantation,"River, Lake and Ocean",2,11,0.0
1988 to 1989,Forest Plantation,Rocky outcrop,2,12,0.0
1988 to 1989,Forest Plantation,Salt flat,2,13,0.0
1988 to 1989,Forest Plantation,Urban Infrastructure,2,14,0.0
1988 to 1989,Forest Plantation,Wetland,2,15,0.0
1988 to 1989,Grassland,Mining,3,4,7.0
1988 to 1989,Grassland,Mosaic of Agriculture and Pasture,3,5,0.0
1988 to 1989,Grassland,Natural Forest,3,6,0.0
1988 to 1989,Grassland,Non Observed,3,7,0.0
1988 to 1989,Grassland,Other Non Forest Natural Formation,3,8,0.0
1988 to 1989,Grassland,Other Non Vegetated Area,3,9,0.0
1988 to 1989,Grassland,Pasture,3,10,8000.0
1988 to 1989,Grassland,"River, Lake and Ocean",3,11,184.0
1988 to 1989,Grassland,Rocky outcrop,3,12,0.0
1988 to 1989,Grassland,Salt flat,3,13,0.0
1988 to 1989,Grassland,Urban Infrastructure,3,14,0.0
1988 to 1989,Grassland,Wetland,3,15,0.0
1988 to 1989,Mining,Mosaic of Agriculture and Pasture,4,5,0.0
1988 to 1989,Mining,Natural Forest,4,6,0.0
1988 to 1989,Mining,Non Observed,4,7,0.0
1988 to 1989,Mining,Other Non Forest Natural Formation,4,8,0.0
1988 to 1989,Mining,Other Non Vegetated Area,4,9,0.0
1988 to 1989,Mining,Pasture,4,10,1.0
1988 to 1989,Mining,"River, Lake and Ocean",4,11,0.0
1988 to 1989,Mining,Rocky outcrop,4,12,0.0
1988 to 1989,Mining,Salt flat,4,13,0.0
1988 to 1989,Mining,Urban Infrastructure,4,14,0.0
1988 to 1989,Mining,Wetland,4,15,0.0
1988 to 1989,Mosaic of Agriculture and Pasture,Natural Forest,5,6,0.0
1988 to 1989,Mosaic of Agriculture and Pasture,Non Observed,5,7,0.0
1988 to 1989,Mosaic of Agriculture and Pasture,Other Non Forest Natural Formation,5,8,0.0
