year,category1,category2,category1_index,category2_index,exchange
1985 to 1986,Agriculture,Aquaculture,0,1,0.0
1985 to 1986,Agriculture,Beach and Dune,0,2,0.0
1985 to 1986,Agriculture,Forest Plantation,0,3,10.0
1985 to 1986,Agriculture,Grassland,0,4,0.0
1985 to 1986,Agriculture,Mining,0,5,0.0
1985 to 1986,Agriculture,Mosaic of Agriculture and Pasture,0,6,15.0
1985 to 1986,Agriculture,Natural Forest,0,7,0.0
1985 to 1986,Agriculture,Non Observed,0,8,0.0
1985 to 1986,Agriculture,Other Non Forest Natural Formation,0,9,0.0
1985 to 1986,Agriculture,Other Non Vegetated Area,0,10,0.0
1985 to 1986,Agriculture,Pasture,0,11,11.0
1985 to 1986,Agriculture,"River, Lake and Ocean",0,12,0.0
1985 to 1986,Agriculture,Rocky outcrop,0,13,0.0
1985 to 1986,Agriculture,Salt flat,0,14,0.0
1985 to 1986,Agriculture,Urban Infrastructure,0,15,0.0
1985 to 1986,Agriculture,Wetland,0,16,0.0
1985 to 1986,Aquaculture,Beach and Dune,1,2,0.0
1985 to 1986,Aquaculture,Forest Plantation,1,3,0.0
1985 to 1986,Aquaculture,Grassland,1,4,0.0
1985 to 1986,Aquaculture,Mining,1,5,0.0
1985 to 1986,Aquaculture,Mosaic of Agriculture and Pasture,1,6,0.0
1985 to 1986,Aquaculture,Natural Forest,1,7,0.0
1985 to 1986,Aquaculture,Non Observed,1,8,0.0
1985 to 1986,Aquaculture,Other Non Forest Natural Formation,1,9,0.0
1985 to 1986,Aquaculture,Other Non Vegetated Area,1,10,0.0
1985 to 1986,Aquaculture,Pasture,1,11,0.0
1985 to 1986,Aquaculture,"River, Lake and Ocean",1,12,0.0
1985 to 1986,Aquaculture,Rocky outcrop,1,13,0.0
1985 to 1986,Aquaculture,Salt flat,1,14,0.0
1985 to 1986,Aquaculture,Urban Infrastructure,1,15,0.0
1985 to 1986,Aquaculture,Wetland,1,16,0.0
1985 to 1986,Beach and Dune,Forest Plantation,2,3,0.0
1985 to 1986,Beach and Dune,Grassland,2,4,0.0
1985 to 1986,Beach and Dune,Mining,2,5,0.0
1985 to 1986,Beach and Dune,Mosaic of Agriculture and Pasture,2,6,0.0
1985 to 1986,Beach and Dune,Natural Forest,2,7,0.0
1985 to 1986,Beach and Dune,Non Observed,2,8,0.0
1985 to 1986,Beach and Dune,Other Non Forest Natural Formation,2,9,26.0
1985 to 1986,Beach and Dune,Other Non Vegetated Area,2,10,35.0
1985 to 1986,Beach and Dune,Pasture,2,11,135.0
1985 to 1986,Beach and Dune,"River, Lake and Ocean",2,12,6.0
1985 to 1986,Beach and Dune,Rocky outcrop,2,13,0.0
1985 to 1986,Beach and Dune,Salt flat,2,14,0.0
1985 to 1986,Beach and Dune,Urban Infrastructure,2,15,0.0
1985 to 1986,Beach and Dune,Wetland,2,16,0.0
1985 to 1986,Forest Plantation,Grassland,3,4,1.0
1985 to 1986,Forest Plantation,Mining,3,5,0.0
1985 to 1986,Forest Plantation,Mosaic of Agriculture and Pasture,3,6,0.0
1985 to 1986,Forest Plantation,Natural Forest,3,7,240.0
1985 to 1986,Forest Plantation,Non Observed,3,8,0.0
1985 to 1986,Forest Plantation,Other Non Forest Natural Formation,3,9,0.0
1985 to 1986,Forest Plantation,Other Non Vegetated Area,3,10,1.0
1985 to 1986,Forest Plantation,Pasture,3,11,18.0
1985 to 1986,Forest Plantation,"River, Lake and Ocean",3,12,0.0
1985 to 1986,Forest Plantation,Rocky outcrop,3,13,0.0
1985 to 1986,Forest Plantation,Salt flat,3,14,0.0
1985 to 1986,Forest Plantation,Urban Infrastructure,3,15,0.0
1985 to 1986,Forest Plantation,Wetland,3,16,0.0
1985 to 1986,Grassland,Mining,4,5,0.0
1985 to 1986,Grassland,Mosaic of Agriculture and Pasture,4,6,0.0
1985 to 1986,Grassland,Natural Forest,4,7,120.0
1985 to 1986,Grassland,Non Observed,4,8,0.0
1985 to 1986,Grassland,Other Non Forest Natural Formation,4,9,0.0
1985 to 1986,Grassland,Other Non Vegetated Area,4,10,0.0
1985 to 1986,Grassland,Pasture,4,11,5.0
1985 to 1986,Grassland,"River, Lake and Ocean",4,12,0.0
1985 to 1986,Grassland,Rocky outcrop,4,13,0.0
1985 to 1986,Grassland,Salt flat,4,14,0.0
1985 to 1986,Grassland,Urban Infrastructure,4,15,0.0
1985 to 1986,Grassland,Wetland,4,16,0.0
1985 to 1986,Mining,Mosaic of Agriculture and Pasture,5,6,1.0
1985 to 1986,Mining,Natural Forest,5,7,1.0
1985 to 1986,Mining,Non Observed,5,8,0.0
1985 to 1986,Mining,Other Non Forest Natural Formation,5,9,0.0
1985 to 1986,Mining,Other Non Vegetated Area,5,10,0.0
1985 to 1986,Mining,Pasture,5,11,0.0
1985 to 1986,Mining,"River, Lake and Ocean",5,12,0.0
1985 to 1986,Mining,Rocky outcrop,5,13,0.0
1985 to 1986,Mining,Salt flat,5,14,0.0
1985 to 1986,Mining,Urban Infrastructure,5,15,0.0
1985 to 1986,Mining,Wetland,5,16,0.0
1985 to 1986,Mosaic of Agriculture and Pasture,Natural Forest,6,7,8932.0
1985 to 1986,Mosaic of Agriculture and Pasture,Non Observed,6,8,10.0
1985 to 1986,Mosaic of Agriculture and Pasture,Other Non Forest Natural Formation,6,9,10.0
1985 to 1986,Mosaic of Agriculture and Pasture,Other Non Vegetated Area,6,10,244.0
1985 to 1986,Mosaic of Agriculture and Pasture,Pasture,6,11,3109.0
1985 to 1986,Mosaic of Agriculture and Pasture,"River, Lake and Ocean",6,12,18.0
1985 to 1986,Mosaic of Agriculture and Pasture,Rocky outcrop,6,13,18.0
1985 to 1986,Mosaic of Agriculture and Pasture,Salt flat,6,14,27.0
1985 to 1986,Mosaic of Agriculture and Pasture,Urban Infrastructure,6,15,2.0
1985 to 1986,Mosaic of Agriculture and Pasture,Wetland,6,16,2.0
1985 to 1986,Natural Forest,Non Observed,7,8,7.0
1985 to 1986,Natural Forest,Other Non Forest Natural Formation,7,9,7.0
1985 to 1986,Natural Forest,Other Non Vegetated Area,7,10,342.0
1985 to 1986,Natural Forest,Pasture,7,11,342.0
1985 to 1986,Natural Forest,"River, Lake and Ocean",7,12,29.0
1985 to 1986,Natural Forest,Rocky outcrop,7,13,29.0
1985 to 1986,Natural Forest,Salt flat,7,14,4.0
1985 to 1986,Natural Forest,Urban Infrastructure,7,15,0.0
1985 to 1986,Natural Forest,Wetland,7,16,0.0
1985 to 1986,Non Observed,Other Non Forest Natural Formation,8,9,0.0
1985 to 1986,Non Observed,Other Non Vegetated Area,8,10,0.0
1985 to 1986,Non Observed,Pasture,8,11,1.0
1985 to 1986,Non Observed,"River, Lake and Ocean",8,12,1.0
1985 to 1986,Non Observed,Rocky outcrop,8,13,0.0
1985 to 1986,Non Observed,Salt flat,8,14,0.0
1985 to 1986,Non Observed,Urban Infrastructure,8,15,1.0
1985 to 1986,Non Observed,Wetland,8,16,0.0
1985 to 1986,Other Non Forest Natural Formation,Other Non Vegetated Area,9,10,36.0
1985 to 1986,Other Non Forest Natural Formation,Pasture,9,11,36.0
1985 to 1986,Other Non Forest Natural Formation,"River, Lake and Ocean",9,12,1.0
1985 to 1986,Other Non Forest Natural Formation,Rocky outcrop,9,13,1.0
1985 to 1986,Other Non Forest Natural Formation,Salt flat,9,14,1.0
1985 to 1986,Other Non Forest Natural Formation,Urban Infrastructure,9,15,0.0
1985 to 1986,Other Non Forest Natural Formation,Wetland,9,16,0.0
1985 to 1986,Other Non Vegetated Area,Pasture,10,11,898.0
1985 to 1986,Other Non Vegetated Area,"River, Lake and Ocean",10,12,349.0
1985 to 1986,Other Non Vegetated Area,Rocky outcrop,10,13,51.0
1985 to 1986,Other Non Vegetated Area,Salt flat,10,14,10.0
1985 to 1986,Other Non Vegetated Area,Urban Infrastructure,10,15,2.0
1985 to 1986,Other Non Vegetated Area,Wetland,10,16,1.0
1985 to 1986,Pasture,"River, Lake and Ocean",11,12,4.0
1985 to 1986,Pasture,Rocky outcrop,11,13,4.0
1985 to 1986,Pasture,Salt flat,11,14,1.0
1985 to 1986,Pasture,Urban Infrastructure,11,15,1.0
1985 to 1986,Pasture,Wetland,11,16,1.0
1985 to 1986,"River, Lake and Ocean",Rocky outcrop,12,13,0.0
1985 to 1986,"River, Lake and Ocean",Salt flat,12,14,0.0
1985 to 1986,"River, Lake and Ocean",Urban Infrastructure,12,15,1.0
1985 to 1986,"River, Lake and Ocean",Wetland,12,16,1.0
1985 to 1986,Rocky outcrop,Salt flat,13,14,0.0
1985 to 1986,Rocky outcrop,Urban Infrastructure,13,15,0.0
1985 to 1986,Rocky outcrop,Wetland,13,16,0.0
1985 to 1986,Salt flat,Urban Infrastructure,14,15,1.0
1985 to 1986,Salt flat,Wetland,14,16,0.0
1985 to 1986,Urban Infrastructure,Wetland,15,16,0.0
1986 to 1987,Agriculture,Aquaculture,0,1,0.0
1986 to 1987,Agriculture,Beach and Dune,0,2,0.0
1986 to 1987,Agriculture,Forest Plantation,0,3,76.0
1986 to 1987,Agriculture,Grassland,0,4,0.0
1986 to 1987,Agriculture,Mining,0,5,0.0
1986 to 1987,Agriculture,Mosaic of Agriculture and Pasture,0,6,26866.0
1986 to 1987,Agriculture,Natural Forest,0,7,992.0
1986 to 1987,Agriculture,Non Observed,0,8,0.0
1986 to 1987,Agriculture,Other Non Forest Natural Formation,0,9,1.0
1986 to 1987,Agriculture,Other Non Vegetated Area,0,10,80.0
1986 to 1987,Agriculture,Pasture,0,11,2043.0
1986 to 1987,Agriculture,"River, Lake and Ocean",0,12,1.0
1986 to 1987,Agriculture,Rocky outcrop,0,13,0.0
1986 to 1987,Agriculture,Salt flat,0,14,0.0
1986 to 1987,Agriculture,Urban Infrastructure,0,15,0.0
1986 to 1987,Agriculture,Wetland,0,16,0.0
1986 to 1987,Aquaculture,Beach and Dune,1,2,0.0
1986 to 1987,Aquaculture,Forest Plantation,1,3,0.0
1986 to 1987,Aquaculture,Grassland,1,4,0.0
1986 to 1987,Aquaculture,Mining,1,5,0.0
1986 to 1987,Aquaculture,Mosaic of Agriculture and Pasture,1,6,0.0
1986 to 1987,Aquaculture,Natural Forest,1,7,0.0
1986 to 1987,Aquaculture,Non Observed,1,8,0.0
1986 to 1987,Aquaculture,Other Non Forest Natural Formation,1,9,0.0
1986 to 1987,Aquaculture,Other Non Vegetated Area,1,10,0.0
1986 to 1987,Aquaculture,Pasture,1,11,0.0
1986 to 1987,Aquaculture,"River, Lake and Ocean",1,12,0.0
1986 to 1987,Aquaculture,Rocky outcrop,1,13,0.0
1986 to 1987,Aquaculture,Salt flat,1,14,0.0
1986 to 1987,Aquaculture,Urban Infrastructure,1,15,0.0
1986 to 1987,Aquaculture,Wetland,1,16,0.0
1986 to 1987,Beach and Dune,Forest Plantation,2,3,0.0
1986 to 1987,Beach and Dune,Grassland,2,4,0.0
1986 to 1987,Beach and Dune,Mining,2,5,0.0
1986 to 1987,Beach and Dune,Mosaic of Agriculture and Pasture,2,6,0.0
1986 to 1987,Beach and Dune,Natural Forest,2,7,0.0
1986 to 1987,Beach and Dune,Non Observed,2,8,0.0
1986 to 1987,Beach and Dune,Other Non Forest Natural Formation,2,9,18.0
1986 to 1987,Beach and Dune,Other Non Vegetated Area,2,10,29.0
1986 to 1987,Beach and Dune,Pasture,2,11,39.0
1986 to 1987,Beach and Dune,"River, Lake and Ocean",2,12,2.0
1986 to 1987,Beach and Dune,Rocky outcrop,2,13,0.0
1986 to 1987,Beach and Dune,Salt flat,2,14,0.0
1986 to 1987,Beach and Dune,Urban Infrastructure,2,15,0.0
1986 to 1987,Beach and Dune,Wetland,2,16,0.0
1986 to 1987,Forest Plantation,Grassland,3,4,0.0
1986 to 1987,Forest Plantation,Mining,3,5,0.0
1986 to 1987,Forest Plantation,Mosaic of Agriculture and Pasture,3,6,0.0
1986 to 1987,Forest Plantation,Natural Forest,3,7,337.0
1986 to 1987,Forest Plantation,Non Observed,3,8,0.0
1986 to 1987,Forest Plantation,Other Non Forest Natural Formation,3,9,0.0
1986 to 1987,Forest Plantation,Other Non Vegetated Area,3,10,0.0
1986 to 1987,Forest Plantation,Pasture,3,11,3.0
1986 to 1987,Forest Plantation,"River, Lake and Ocean",3,12,0.0
1986 to 1987,Forest Plantation,Rocky outcrop,3,13,0.0
1986 to 1987,Forest Plantation,Salt flat,3,14,0.0
1986 to 1987,Forest Plantation,Urban Infrastructure,3,15,0.0
1986 to 1987,Forest Plantation,Wetland,3,16,0.0
1986 to 1987,Grassland,Mining,4,5,0.0
1986 to 1987,Grassland,Mosaic of Agriculture and Pasture,4,6,0.0
1986 to 1987,Grassland,Natural Forest,4,7,300.0
1986 to 1987,Grassland,Non Observed,4,8,0.0
1986 to 1987,Grassland,Other Non Forest Natural Formation,4,9,0.0
1986 to 1987,Grassland,Other Non Vegetated Area,4,10,0.0
1986 to 1987,Grassland,Pasture,4,11,5.0
1986 to 1987,Grassland,"River, Lake and Ocean",4,12,0.0
1986 to 1987,Grassland,Rocky outcrop,4,13,0.0
1986 to 1987,Grassland,Salt flat,4,14,0.0
1986 to 1987,Grassland,Urban Infrastructure,4,15,0.0
1986 to 1987,Grassland,Wetland,4,16,0.0
1986 to 1987,Mining,Mosaic of Agriculture and Pasture,5,6,2.0
1986 to 1987,Mining,Natural Forest,5,7,0.0
1986 to 1987,Mining,Non Observed,5,8,0.0
1986 to 1987,Mining,Other Non Forest Natural Formation,5,9,0.0
1986 to 1987,Mining,Other Non Vegetated Area,5,10,0.0
1986 to 1987,Mining,Pasture,5,11,0.0
1986 to 1987,Mining,"River, Lake and Ocean",5,12,0.0
1986 to 1987,Mining,Rocky outcrop,5,13,0.0
1986 to 1987,Mining,Salt flat,5,14,0.0
1986 to 1987,Mining,Urban Infrastructure,5,15,0.0
1986 to 1987,Mining,Wetland,5,16,0.0
1986 to 1987,Mosaic of Agriculture and Pasture,Natural Forest,6,7,77909.0
1986 to 1987,Mosaic of Agriculture and Pasture,Non Observed,6,8,18.0
1986 to 1987,Mosaic of Agriculture and Pasture,Other Non Forest Natural Formation,6,9,18.0
1986 to 1987,Mosaic of Agriculture and Pasture,Other Non Vegetated Area,6,10,1093.0
1986 to 1987,Mosaic of Agriculture and Pasture,Pasture,6,11,6194.0
1986 to 1987,Mosaic of Agriculture and Pasture,"River, Lake and Ocean",6,12,90.0
1986 to 1987,Mosaic of Agriculture and Pasture,Rocky outcrop,6,13,90.0
1986 to 1987,Mosaic of Agriculture and Pasture,Salt flat,6,14,8.0
1986 to 1987,Mosaic of Agriculture and Pasture,Urban Infrastructure,6,15,4.0
1986 to 1987,Mosaic of Agriculture and Pasture,Wetland,6,16,4.0
1986 to 1987,Natural Forest,Non Observed,7,8,3.0
1986 to 1987,Natural Forest,Other Non Forest Natural Formation,7,9,3.0
1986 to 1987,Natural Forest,Other Non Vegetated Area,7,10,264.0
1986 to 1987,Natural Forest,Pasture,7,11,264.0
1986 to 1987,Natural Forest,"River, Lake and Ocean",7,12,31.0
1986 to 1987,Natural Forest,Rocky outcrop,7,13,31.0
1986 to 1987,Natural Forest,Salt flat,7,14,2.0
1986 to 1987,Natural Forest,Urban Infrastructure,7,15,0.0
1986 to 1987,Natural Forest,Wetland,7,16,0.0
1986 to 1987,Non Observed,Other Non Forest Natural Formation,8,9,1.0
1986 to 1987,Non Observed,Other Non Vegetated Area,8,10,1.0
1986 to 1987,Non Observed,Pasture,8,11,1.0
1986 to 1987,Non Observed,"River, Lake and Ocean",8,12,1.0
1986 to 1987,Non Observed,Rocky outcrop,8,13,0.0
1986 to 1987,Non Observed,Salt flat,8,14,0.0
1986 to 1987,Non Observed,Urban Infrastructure,8,15,0.0
1986 to 1987,Non Observed,Wetland,8,16,0.0
1986 to 1987,Other Non Forest Natural Formation,Other Non Vegetated Area,9,10,203.0
1986 to 1987,Other Non Forest Natural Formation,Pasture,9,11,203.0
1986 to 1987,Other Non Forest Natural Formation,"River, Lake and Ocean",9,12,33.0
1986 to 1987,Other Non Forest Natural Formation,Rocky outcrop,9,13,1.0
1986 to 1987,Other Non Forest Natural Formation,Salt flat,9,14,1.0
1986 to 1987,Other Non Forest Natural Formation,Urban Infrastructure,9,15,0.0
1986 to 1987,Other Non Forest Natural Formation,Wetland,9,16,0.0
1986 to 1987,Other Non Vegetated Area,Pasture,10,11,1358.0
1986 to 1987,Other Non Vegetated Area,"River, Lake and Ocean",10,12,82.0
1986 to 1987,Other Non Vegetated Area,Rocky outcrop,10,13,82.0
1986 to 1987,Other Non Vegetated Area,Salt flat,10,14,1.0
1986 to 1987,Other Non Vegetated Area,Urban Infrastructure,10,15,1.0
1986 to 1987,Other Non Vegetated Area,Wetland,10,16,2.0
1986 to 1987,Pasture,"River, Lake and Ocean",11,12,61.0
1986 to 1987,Pasture,Rocky outcrop,11,13,61.0
1986 to 1987,Pasture,Salt flat,11,14,0.0
1986 to 1987,Pasture,Urban Infrastructure,11,15,0.0
1986 to 1987,Pasture,Wetland,11,16,2.0
1986 to 1987,"River, Lake and Ocean",Rocky outcrop,12,13,0.0
1986 to 1987,"River, Lake and Ocean",Salt flat,12,14,0.0
1986 to 1987,"River, Lake and Ocean",Urban Infrastructure,12,15,1.0
1986 to 1987,"River, Lake and Ocean",Wetland,12,16,1.0
1986 to 1987,Rocky outcrop,Salt flat,13,14,0.0
1986 to 1987,Rocky outcrop,Urban Infrastructure,13,15,0.0
1986 to 1987,Rocky outcrop,Wetland,13,16,0.0
1986 to 1987,Salt flat,Urban Infrastructure,14,15,0.0
1986 to 1987,Salt flat,Wetland,14,16,0.0
1986 to 1987,Urban Infrastructure,Wetland,15,16,0.0
1987 to 1988,Agriculture,Aquaculture,0,1,0.0
1987 to 1988,Agriculture,Beach and Dune,0,2,0.0
1987 to 1988,Agriculture,Forest Plantation,0,3,168.0
1987 to 1988,Agriculture,Grassland,0,4,0.0
1987 to 1988,Agriculture,Mining,0,5,0.0
1987 to 1988,Agriculture,Mosaic of Agriculture and Pasture,0,6,10676.0
1987 to 1988,Agriculture,Natural Forest,0,7,330.0
1987 to 1988,Agriculture,Non Observed,0,8,0.0
1987 to 1988,Agriculture,Other Non Forest Natural Formation,0,9,0.0
1987 to 1988,Agriculture,Other Non Vegetated Area,0,10,19.0
1987 to 1988,Agriculture,Pasture,0,11,1846.0
1987 to 1988,Agriculture,"River, Lake and Ocean",0,12,0.0
1987 to 1988,Agriculture,Rocky outcrop,0,13,0.0
1987 to 1988,Agriculture,Salt flat,0,14,0.0
1987 to 1988,Agriculture,Urban Infrastructure,0,15,0.0
1987 to 1988,Agriculture,Wetland,0,16,0.0
1987 to 1988,Aquaculture,Beach and Dune,1,2,0.0
1987 to 1988,Aquaculture,Forest Plantation,1,3,0.0
1987 to 1988,Aquaculture,Grassland,1,4,0.0
1987 to 1988,Aquaculture,Mining,1,5,0.0
1987 to 1988,Aquaculture,Mosaic of Agriculture and Pasture,1,6,0.0
1987 to 1988,Aquaculture,Natural Forest,1,7,0.0
1987 to 1988,Aquaculture,Non Observed,1,8,0.0
1987 to 1988,Aquaculture,Other Non Forest Natural Formation,1,9,0.0
1987 to 1988,Aquaculture,Other Non Vegetated Area,1,10,1.0
1987 to 1988,Aquaculture,Pasture,1,11,0.0
1987 to 1988,Aquaculture,"River, Lake and Ocean",1,12,0.0
1987 to 1988,Aquaculture,Rocky outcrop,1,13,0.0
1987 to 1988,Aquaculture,Salt flat,1,14,0.0
1987 to 1988,Aquaculture,Urban Infrastructure,1,15,0.0
1987 to 1988,Aquaculture,Wetland,1,16,0.0
1987 to 1988,Beach and Dune,Forest Plantation,2,3,0.0
1987 to 1988,Beach and Dune,Grassland,2,4,0.0
1987 to 1988,Beach and Dune,Mining,2,5,0.0
1987 to 1988,Beach and Dune,Mosaic of Agriculture and Pasture,2,6,0.0
1987 to 1988,Beach and Dune,Natural Forest,2,7,0.0
1987 to 1988,Beach and Dune,Non Observed,2,8,0.0
1987 to 1988,Beach and Dune,Other Non Forest Natural Formation,2,9,18.0
1987 to 1988,Beach and Dune,Other Non Vegetated Area,2,10,42.0
1987 to 1988,Beach and Dune,Pasture,2,11,69.0
1987 to 1988,Beach and Dune,"River, Lake and Ocean",2,12,2.0
1987 to 1988,Beach and Dune,Rocky outcrop,2,13,0.0
1987 to 1988,Beach and Dune,Salt flat,2,14,0.0
1987 to 1988,Beach and Dune,Urban Infrastructure,2,15,0.0
1987 to 1988,Beach and Dune,Wetland,2,16,0.0
1987 to 1988,Forest Plantation,Grassland,3,4,1.0
1987 to 1988,Forest Plantation,Mining,3,5,0.0
1987 to 1988,Forest Plantation,Mosaic of Agriculture and Pasture,3,6,0.0
1987 to 1988,Forest Plantation,Natural Forest,3,7,590.0
1987 to 1988,Forest Plantation,Non Observed,3,8,0.0
1987 to 1988,Forest Plantation,Other Non Forest Natural Formation,3,9,0.0
1987 to 1988,Forest Plantation,Other Non Vegetated Area,3,10,0.0
1987 to 1988,Forest Plantation,Pasture,3,11,4.0
1987 to 1988,Forest Plantation,"River, Lake and Ocean",3,12,3.0
1987 to 1988,Forest Plantation,Rocky outcrop,3,13,0.0
1987 to 1988,Forest Plantation,Salt flat,3,14,0.0
1987 to 1988,Forest Plantation,Urban Infrastructure,3,15,0.0
1987 to 1988,Forest Plantation,Wetland,3,16,0.0
1987 to 1988,Grassland,Mining,4,5,0.0
1987 to 1988,Grassland,Mosaic of Agriculture and Pasture,4,6,0.0
1987 to 1988,Grassland,Natural Forest,4,7,537.0
1987 to 1988,Grassland,Non Observed,4,8,0.0
1987 to 1988,Grassland,Other Non Forest Natural Formation,4,9,0.0
1987 to 1988,Grassland,Other Non Vegetated Area,4,10,0.0
1987 to 1988,Grassland,Pasture,4,11,12.0
1987 to 1988,Grassland,"River, Lake and Ocean",4,12,0.0
1987 to 1988,Grassland,Rocky outcrop,4,13,0.0
1987 to 1988,Grassland,Salt flat,4,14,0.0
1987 to 1988,Grassland,Urban Infrastructure,4,15,0.0
1987 to 1988,Grassland,Wetland,4,16,0.0
1987 to 1988,Mining,Mosaic of Agriculture and Pasture,5,6,4.0
1987 to 1988,Mining,Natural Forest,5,7,2.0
1987 to 1988,Mining,Non Observed,5,8,0.0
1987 to 1988,Mining,Other Non Forest Natural Formation,5,9,0.0
1987 to 1988,Mining,Other Non Vegetated Area,5,10,0.0
1987 to 1988,Mining,Pasture,5,11,1.0
1987 to 1988,Mining,"River, Lake and Ocean",5,12,0.0
1987 to 1988,Mining,Rocky outcrop,5,13,0.0
1987 to 1988,Mining,Salt flat,5,14,0.0
1987 to 1988,Mining,Urban Infrastructure,5,15,0.0
1987 to 1988,Mining,Wetland,5,16,0.0
1987 to 1988,Mosaic of Agriculture and Pasture,Natural Forest,6,7,117605.0
1987 to 1988,Mosaic of Agriculture and Pasture,Non Observed,6,8,15.0
1987 to 1988,Mosaic of Agriculture and Pasture,Other Non Forest Natural Formation,6,9,15.0
1987 to 1988,Mosaic of Agriculture and Pasture,Other Non Vegetated Area,6,10,1264.0
1987 to 1988,Mosaic of Agriculture and Pasture,Pasture,6,11,6455.0
1987 to 1988,Mosaic of Agriculture and Pasture,"River, Lake and Ocean",6,12,348.0
1987 to 1988,Mosaic of Agriculture and Pasture,Rocky outcrop,6,13,346.0
1987 to 1988,Mosaic of Agriculture and Pasture,Salt flat,6,14,13.0
1987 to 1988,Mosaic of Agriculture and Pasture,Urban Infrastructure,6,15,4.0
1987 to 1988,Mosaic of Agriculture and Pasture,Wetland,6,16,4.0
1987 to 1988,Natural Forest,Non Observed,7,8,7.0
1987 to 1988,Natural Forest,Other Non Forest Natural Formation,7,9,7.0
1987 to 1988,Natural Forest,Other Non Vegetated Area,7,10,293.0
1987 to 1988,Natural Forest,Pasture,7,11,293.0
1987 to 1988,Natural Forest,"River, Lake and Ocean",7,12,163.0
1987 to 1988,Natural Forest,Rocky outcrop,7,13,163.0
1987 to 1988,Natural Forest,Salt flat,7,14,3.0
1987 to 1988,Natural Forest,Urban Infrastructure,7,15,0.0
1987 to 1988,Natural Forest,Wetland,7,16,0.0
1987 to 1988,Non Observed,Other Non Forest Natural Formation,8,9,0.0
1987 to 1988,Non Observed,Other Non Vegetated Area,8,10,0.0
1987 to 1988,Non Observed,Pasture,8,11,2.0
1987 to 1988,Non Observed,"River, Lake and Ocean",8,12,2.0
1987 to 1988,Non Observed,Rocky outcrop,8,13,0.0
1987 to 1988,Non Observed,Salt flat,8,14,0.0
1987 to 1988,Non Observed,Urban Infrastructure,8,15,1.0
1987 to 1988,Non Observed,Wetland,8,16,0.0
1987 to 1988,Other Non Forest Natural Formation,Other Non Vegetated Area,9,10,199.0
1987 to 1988,Other Non Forest Natural Formation,Pasture,9,11,199.0
1987 to 1988,Other Non Forest Natural Formation,"River, Lake and Ocean",9,12,40.0
1987 to 1988,Other Non Forest Natural Formation,Rocky outcrop,9,13,1.0
1987 to 1988,Other Non Forest Natural Formation,Salt flat,9,14,1.0
1987 to 1988,Other Non Forest Natural Formation,Urban Infrastructure,9,15,0.0
1987 to 1988,Other Non Forest Natural Formation,Wetland,9,16,0.0
1987 to 1988,Other Non Vegetated Area,Pasture,10,11,2293.0
1987 to 1988,Other Non Vegetated Area,"River, Lake and Ocean",10,12,185.0
1987 to 1988,Other Non Vegetated Area,Rocky outcrop,10,13,51.0
1987 to 1988,Other Non Vegetated Area,Salt flat,10,14,2.0
1987 to 1988,Other Non Vegetated Area,Urban Infrastructure,10,15,2.0
1987 to 1988,Other Non Vegetated Area,Wetland,10,16,3.0
1987 to 1988,Pasture,"River, Lake and Ocean",11,12,61.0
1987 to 1988,Pasture,Rocky outcrop,11,13,61.0
1987 to 1988,Pasture,Salt flat,11,14,0.0
1987 to 1988,Pasture,Urban Infrastructure,11,15,0.0
1987 to 1988,Pasture,Wetland,11,16,3.0
1987 to 1988,"River, Lake and Ocean",Rocky outcrop,12,13,0.0
1987 to 1988,"River, Lake and Ocean",Salt flat,12,14,0.0
1987 to 1988,"River, Lake and Ocean",Urban Infrastructure,12,15,1.0
1987 to 1988,"River, Lake and Ocean",Wetland,12,16,1.0
1987 to 1988,Rocky outcrop,Salt flat,13,14,0.0
1987 to 1988,Rocky outcrop,Urban Infrastructure,13,15,0.0
1987 to 1988,Rocky outcrop,Wetland,13,16,0.0
1987 to 1988,Salt flat,Urban Infrastructure,14,15,2.0
1987 to 1988,Salt flat,Wetland,14,16,0.0
1987 to 1988,Urban Infrastructure,Wetland,15,16,0.0
1988 to 1989,Agriculture,Aquaculture,0,1,0.0
1988 to 1989,Agriculture,Beach and Dune,0,2,0.0
1988 to 1989,Agriculture,Forest Plantation,0,3,151.0
1988 to 1989,Agriculture,Grassland,0,4,25.0
1988 to 1989,Agriculture,Mining,0,5,0.0
1988 to 1989,Agriculture,Mosaic of Agriculture and Pasture,0,6,68651.0
1988 to 1989,Agriculture,Natural Forest,0,7,1247.0
1988 to 1989,Agriculture,Non Observed,0,8,0.0
1988 to 1989,Agriculture,Other Non Forest Natural Formation,0,9,1.0
1988 to 1989,Agriculture,Other Non Vegetated Area,0,10,70.0
1988 to 1989,Agriculture,Pasture,0,11,18302.0
1988 to 1989,Agriculture,"River, Lake and Ocean",0,12,22.0
1988 to 1989,Agriculture,Rocky outcrop,0,13,0.0
1988 to 1989,Agriculture,Salt flat,0,14,0.0
1988 to 1989,Agriculture,Urban Infrastructure,0,15,0.0
1988 to 1989,Agriculture,Wetland,0,16,34.0
1988 to 1989,Aquaculture,Beach and Dune,1,2,0.0
1988 to 1989,Aquaculture,Forest Plantation,1,3,0.0
1988 to 1989,Aquaculture,Grassland,1,4,0.0
1988 to 1989,Aquaculture,Mining,1,5,0.0
1988 to 1989,Aquaculture,Mosaic of Agriculture and Pasture,1,6,0.0
