year,category1,category2,category1_index,category2_index,exchange
1993 to 1994,Aquaculture,Beach and Dune,1,2,0.0
1993 to 1994,Aquaculture,Forest Plantation,1,3,0.0
1993 to 1994,Aquaculture,Grassland,1,4,0.0
1993 to 1994,Aquaculture,Mining,1,5,0.0
1993 to 1994,Aquaculture,Mosaic of Agriculture and Pasture,1,6,0.0
1993 to 1994,Aquaculture,Natural Forest,1,7,0.0
1993 to 1994,Aquaculture,Non Observed,1,8,0.0
1993 to 1994,Aquaculture,Other Non Vegetated Area,1,9,0.0
1993 to 1994,Aquaculture,Pasture,1,10,0.0
1993 to 1994,Aquaculture,"River, Lake and Ocean",1,11,0.0
1993 to 1994,Aquaculture,Rocky outcrop,1,12,0.0
1993 to 1994,Aquaculture,Urban Infrastructure,1,13,0.0
1993 to 1994,Aquaculture,Wetland,1,14,0.0
1993 to 1994,Beach and Dune,Forest Plantation,2,3,0.0
1993 to 1994,Beach and Dune,Grassland,2,4,0.0
1993 to 1994,Beach and Dune,Mining,2,5,0.0
1993 to 1994,Beach and Dune,Mosaic of Agriculture and Pasture,2,6,0.0
1993 to 1994,Beach and Dune,Natural Forest,2,7,0.0
1993 to 1994,Beach and Dune,Non Observed,2,8,0.0
1993 to 1994,Beach and Dune,Other Non Vegetated Area,2,9,1.0
1993 to 1994,Beach and Dune,Pasture,2,10,0.0
1993 to 1994,Beach and Dune,"River, Lake and Ocean",2,11,0.0
1993 to 1994,Beach and Dune,Rocky outcrop,2,12,0.0
1993 to 1994,Beach and Dune,Urban Infrastructure,2,13,0.0
1993 to 1994,Beach and Dune,Wetland,2,14,0.0
1993 to 1994,Forest Plantation,Grassland,3,4,1.0
1993 to 1994,Forest Plantation,Mining,3,5,0.0
1993 to 1994,Forest Plantation,Mosaic of Agriculture and Pasture,3,6,0.0
1993 to 1994,Forest Plantation,Natural Forest,3,7,0.0
1993 to 1994,Forest Plantation,Non Observed,3,8,0.0
1993 to 1994,Forest Plantation,Other Non Vegetated Area,3,9,0.0
1993 to 1994,Forest Plantation,Pasture,3,10,0.0
1993 to 1994,Forest Plantation,"River, Lake and Ocean",3,11,0.0
1993 to 1994,Forest Plantation,Rocky outcrop,3,12,0.0
1993 to 1994,Forest Plantation,Urban Infrastructure,3,13,0.0
1993 to 1994,Forest Plantation,Wetland,3,14,0.0
1993 to 1994,Grassland,Mining,4,5,0.0
1993 to 1994,Grassland,Mosaic of Agriculture and Pasture,4,6,0.0
1993 to 1994,Grassland,Natural Forest,4,7,0.0
1993 to 1994,Grassland,Non Observed,4,8,0.0
1993 to 1994,Grassland,Other Non Vegetated Area,4,9,0.0
1993 to 1994,Grassland,Pasture,4,10,0.0
1993 to 1994,Grassland,"River, Lake and Ocean",4,11,0.0
1993 to 1994,Grassland,Rocky outcrop,4,12,12.0
1993 to 1994,Grassland,Urban Infrastructure,4,13,0.0
1993 to 1994,Grassland,Wetland,4,14,0.0
1993 to 1994,Mining,Mosaic of Agriculture and Pasture,5,6,0.0
1993 to 1994,Mining,Natural Forest,5,7,0.0
1993 to 1994,Mining,Non Observed,5,8,0.0
1993 to 1994,Mining,Other Non Vegetated Area,5,9,0.0
1993 to 1994,Mining,Pasture,5,10,0.0
1993 to 1994,Mining,"River, Lake and Ocean",5,11,0.0
1993 to 1994,Mining,Rocky outcrop,5,12,0.0
1993 to 1994,Mining,Urban Infrastructure,5,13,0.0
1993 to 1994,Mining,Wetland,5,14,0.0
1993 to 1994,Mosaic of Agriculture and Pasture,Natural Forest,6,7,0.0
1993 to 1994,Mosaic of Agriculture and Pasture,Non Observed,6,8,0.0
1993 to 1994,Mosaic of Agriculture and Pasture,Other Non Vegetated Area,6,9,0.0
1993 to 1994,Mosaic of Agriculture and Pasture,Pasture,6,10,0.0
1993 to 1994,Mosaic of Agriculture and Pasture,"River, Lake and Ocean",6,11,0.0
1993 to 1994,Mosaic of Agriculture and Pasture,Rocky outcrop,6,12,0.0
1993 to 1994,Mosaic of Agriculture and Pasture,Urban Infrastructure,6,13,0.0
1993 to 1994,Mosaic of Agriculture and Pasture,Wetland,6,14,0.0
1993 to 1994,Natural Forest,Non Observed,7,8,0.0
1993 to 1994,Natural Forest,Other Non Vegetated Area,7,9,0.0
1993 to 1994,Natural Forest,Pasture,7,10,0.0
1993 to 1994,Natural Forest,"River, Lake and Ocean",7,11,0.0
1993 to 1994,Natural Forest,Rocky outcrop,7,12,0.0
1993 to 1994,Natural Forest,Urban Infrastructure,7,13,0.0
1993 to 1994,Natural Forest,Wetland,7,14,0.0
1993 to 1994,Non Observed,Other Non Vegetated Area,8,9,1.0
1993 to 1994,Non Observed,Pasture,8,10,0.0
1993 to 1994,Non Observed,"River, Lake and Ocean",8,11,0.0
1993 to 1994,Non Observed,Rocky outcrop,8,12,0.0
1993 to 1994,Non Observed,Urban Infrastructure,8,13,0.0
1993 to 1994,Non Observed,Wetland,8,14,0.0
1993 to 1994,Other Non Vegetated Area,Pasture,9,10,0.0
1993 to 1994,Other Non Vegetated Area,"River, Lake and Ocean",9,11,0.0
1993 to 1994,Other Non Vegetated Area,Rocky outcrop,9,12,18.0
1993 to 1994,Other Non Vegetated Area,Urban Infrastructure,9,13,0.0
1993 to 1994,Other Non Vegetated Area,Wetland,9,14,0.0
1993 to 1994,Pasture,"River, Lake and Ocean",10,11,0.0
1993 to 1994,Pasture,Rocky outcrop,10,12,0.0
1993 to 1994,Pasture,Urban Infrastructure,10,13,0.0
1993 to 1994,Pasture,Wetland,10,14,0.0
1993 to 1994,"River, Lake and Ocean",Rocky outcrop,11,12,0.0
1993 to 1994,"River, Lake and Ocean",Urban Infrastructure,11,13,0.0
1993 to 1994,"River, Lake and Ocean",Wetland,11,14,0.0
1993 to 1994,Rocky outcrop,Urban Infrastructure,12,13,0.0
1993 to 1994,Rocky outcrop,Wetland,12,14,0.0
1993 to 1994,Urban Infrastructure,Wetland,13,14,0.0
1994 to 1995,Agriculture,Aquaculture,0,1,0.0
1994 to 1995,Agriculture,Beach and Dune,0,2,0.0
1994 to 1995,Agriculture,Forest Plantation,0,3,119.0
1994 to 1995,Agriculture,Grassland,0,4,146972.0
1994 to 1995,Agriculture,Mining,0,5,0.0
1994 to 1995,Agriculture,Mosaic of Agriculture and Pasture,0,6,0.0
1994 to 1995,Agriculture,Natural Forest,0,7,6934.0
1994 to 1995,Agriculture,Non Observed,0,8,0.0
1994 to 1995,Agriculture,Other Non Vegetated Area,0,9,1651.0
1994 to 1995,Agriculture,Pasture,0,10,0.0
1994 to 1995,Agriculture,"River, Lake and Ocean",0,11,1350.0
1994 to 1995,Agriculture,Rocky outcrop,0,12,3.0
1994 to 1995,Agriculture,Urban Infrastructure,0,13,0.0
1994 to 1995,Agriculture,Wetland,0,14,460.0
1994 to 1995,Aquaculture,Beach and Dune,1,2,0.0
1994 to 1995,Aquaculture,Forest Plantation,1,3,0.0
1994 to 1995,Aquaculture,Grassland,1,4,0.0
1994 to 1995,Aquaculture,Mining,1,5,0.0
1994 to 1995,Aquaculture,Mosaic of Agriculture and Pasture,1,6,0.0
1994 to 1995,Aquaculture,Natural Forest,1,7,0.0
1994 to 1995,Aquaculture,Non Observed,1,8,0.0
1994 to 1995,Aquaculture,Other Non Vegetated Area,1,9,0.0
1994 to 1995,Aquaculture,Pasture,1,10,0.0
1994 to 1995,Aquaculture,"River, Lake and Ocean",1,11,0.0
1994 to 1995,Aquaculture,Rocky outcrop,1,12,0.0
1994 to 1995,Aquaculture,Urban Infrastructure,1,13,0.0
1994 to 1995,Aquaculture,Wetland,1,14,0.0
1994 to 1995,Beach and Dune,Forest Plantation,2,3,0.0
1994 to 1995,Beach and Dune,Grassland,2,4,0.0
1994 to 1995,Beach and Dune,Mining,2,5,0.0
1994 to 1995,Beach and Dune,Mosaic of Agriculture and Pasture,2,6,0.0
1994 to 1995,Beach and Dune,Natural Forest,2,7,0.0
1994 to 1995,Beach and Dune,Non Observed,2,8,0.0
1994 to 1995,Beach and Dune,Other Non Vegetated Area,2,9,4.0
1994 to 1995,Beach and Dune,Pasture,2,10,0.0
1994 to 1995,Beach and Dune,"River, Lake and Ocean",2,11,0.0
1994 to 1995,Beach and Dune,Rocky outcrop,2,12,0.0
1994 to 1995,Beach and Dune,Urban Infrastructure,2,13,0.0
1994 to 1995,Beach and Dune,Wetland,2,14,0.0
1994 to 1995,Forest Plantation,Grassland,3,4,4.0
1994 to 1995,Forest Plantation,Mining,3,5,0.0
1994 to 1995,Forest Plantation,Mosaic of Agriculture and Pasture,3,6,0.0
1994 to 1995,Forest Plantation,Natural Forest,3,7,0.0
1994 to 1995,Forest Plantation,Non Observed,3,8,0.0
1994 to 1995,Forest Plantation,Other Non Vegetated Area,3,9,0.0
1994 to 1995,Forest Plantation,Pasture,3,10,0.0
1994 to 1995,Forest Plantation,"River, Lake and Ocean",3,11,0.0
1994 to 1995,Forest Plantation,Rocky outcrop,3,12,0.0
1994 to 1995,Forest Plantation,Urban Infrastructure,3,13,0.0
1994 to 1995,Forest Plantation,Wetland,3,14,0.0
1994 to 1995,Grassland,Mining,4,5,0.0
1994 to 1995,Grassland,Mosaic of Agriculture and Pasture,4,6,0.0
1994 to 1995,Grassland,Natural Forest,4,7,0.0
1994 to 1995,Grassland,Non Observed,4,8,0.0
1994 to 1995,Grassland,Other Non Vegetated Area,4,9,0.0
1994 to 1995,Grassland,Pasture,4,10,0.0
1994 to 1995,Grassland,"River, Lake and Ocean",4,11,0.0
1994 to 1995,Grassland,Rocky outcrop,4,12,2.0
1994 to 1995,Grassland,Urban Infrastructure,4,13,0.0
1994 to 1995,Grassland,Wetland,4,14,0.0
1994 to 1995,Mining,Mosaic of Agriculture and Pasture,5,6,0.0
1994 to 1995,Mining,Natural Forest,5,7,0.0
1994 to 1995,Mining,Non Observed,5,8,0.0
1994 to 1995,Mining,Other Non Vegetated Area,5,9,0.0
1994 to 1995,Mining,Pasture,5,10,0.0
1994 to 1995,Mining,"River, Lake and Ocean",5,11,0.0
1994 to 1995,Mining,Rocky outcrop,5,12,0.0
1994 to 1995,Mining,Urban Infrastructure,5,13,0.0
1994 to 1995,Mining,Wetland,5,14,0.0
1994 to 1995,Mosaic of Agriculture and Pasture,Natural Forest,6,7,0.0
1994 to 1995,Mosaic of Agriculture and Pasture,Non Observed,6,8,0.0
1994 to 1995,Mosaic of Agriculture and Pasture,Other Non Vegetated Area,6,9,0.0
1994 to 1995,Mosaic of Agriculture and Pasture,Pasture,6,10,0.0
1994 to 1995,Mosaic of Agriculture and Pasture,"River, Lake and Ocean",6,11,0.0
1994 to 1995,Mosaic of Agriculture and Pasture,Rocky outcrop,6,12,0.0
1994 to 1995,Mosaic of Agriculture and Pasture,Urban Infrastructure,6,13,0.0
1994 to 1995,Mosaic of Agriculture and Pasture,Wetland,6,14,0.0
1994 to 1995,Natural Forest,Non Observed,7,8,0.0
1994 to 1995,Natural Forest,Other Non Vegetated Area,7,9,0.0
1994 to 1995,Natural Forest,Pasture,7,10,0.0
1994 to 1995,Natural Forest,"River, Lake and Ocean",7,11,0.0
1994 to 1995,Natural Forest,Rocky outcrop,7,12,0.0
1994 to 1995,Natural Forest,Urban Infrastructure,7,13,0.0
1994 to 1995,Natural Forest,Wetland,7,14,0.0
1994 to 1995,Non Observed,Other Non Vegetated Area,8,9,4.0
1994 to 1995,Non Observed,Pasture,8,10,0.0
1994 to 1995,Non Observed,"River, Lake and Ocean",8,11,0.0
1994 to 1995,Non Observed,Rocky outcrop,8,12,0.0
1994 to 1995,Non Observed,Urban Infrastructure,8,13,0.0
1994 to 1995,Non Observed,Wetland,8,14,0.0
1994 to 1995,Other Non Vegetated Area,Pasture,9,10,0.0
1994 to 1995,Other Non Vegetated Area,"River, Lake and Ocean",9,11,0.0
1994 to 1995,Other Non Vegetated Area,Rocky outcrop,9,12,10.0
1994 to 1995,Other Non Vegetated Area,Urban Infrastructure,9,13,0.0
1994 to 1995,Other Non Vegetated Area,Wetland,9,14,0.0
1994 to 1995,Pasture,"River, Lake and Ocean",10,11,0.0
1994 to 1995,Pasture,Rocky outcrop,10,12,0.0
1994 to 1995,Pasture,Urban Infrastructure,10,13,0.0
1994 to 1995,Pasture,Wetland,10,14,0.0
1994 to 1995,"River, Lake and Ocean",Rocky outcrop,11,12,0.0
1994 to 1995,"River, Lake and Ocean",Urban Infrastructure,11,13,0.0
1994 to 1995,"River, Lake and Ocean",Wetland,11,14,0.0
1994 to 1995,Rocky outcrop,Urban Infrastructure,12,13,0.0
1994 to 1995,Rocky outcrop,Wetland,12,14,0.0
1994 to 1995,Urban Infrastructure,Wetland,13,14,0.0
1995 to 1996,Agriculture,Aquaculture,0,1,0.0
1995 to 1996,Agriculture,Beach and Dune,0,2,0.0
1995 to 1996,Agriculture,Forest Plantation,0,3,115.0
1995 to 1996,Agriculture,Grassland,0,4,120201.0
1995 to 1996,Agriculture,Mining,0,5,0.0
1995 to 1996,Agriculture,Mosaic of Agriculture and Pasture,0,6,0.0
1995 to 1996,Agriculture,Natural Forest,0,7,10316.0
1995 to 1996,Agriculture,Non Observed,0,8,0.0
1995 to 1996,Agriculture,Other Non Vegetated Area,0,9,1133.0
1995 to 1996,Agriculture,Pasture,0,10,0.0
1995 to 1996,Agriculture,"River, Lake and Ocean",0,11,1170.0
1995 to 1996,Agriculture,Rocky outcrop,0,12,7.0
1995 to 1996,Agriculture,Urban Infrastructure,0,13,0.0
1995 to 1996,Agriculture,Wetland,0,14,373.0
1995 to 1996,Aquaculture,Beach and Dune,1,2,0.0
1995 to 1996,Aquaculture,Forest Plantation,1,3,0.0
1995 to 1996,Aquaculture,Grassland,1,4,0.0
1995 to 1996,Aquaculture,Mining,1,5,0.0
1995 to 1996,Aquaculture,Mosaic of Agriculture and Pasture,1,6,0.0
1995 to 1996,Aquaculture,Natural Forest,1,7,0.0
1995 to 1996,Aquaculture,Non Observed,1,8,0.0
1995 to 1996,Aquaculture,Other Non Vegetated Area,1,9,0.0
1995 to 1996,Aquaculture,Pasture,1,10,0.0
1995 to 1996,Aquaculture,"River, Lake and Ocean",1,11,0.0
1995 to 1996,Aquaculture,Rocky outcrop,1,12,0.0
1995 to 1996,Aquaculture,Urban Infrastructure,1,13,0.0
1995 to 1996,Aquaculture,Wetland,1,14,0.0
1995 to 1996,Beach and Dune,Forest Plantation,2,3,0.0
1995 to 1996,Beach and Dune,Grassland,2,4,0.0
1995 to 1996,Beach and Dune,Mining,2,5,0.0
1995 to 1996,Beach and Dune,Mosaic of Agriculture and Pasture,2,6,0.0
1995 to 1996,Beach and Dune,Natural Forest,2,7,0.0
1995 to 1996,Beach and Dune,Non Observed,2,8,0.0
1995 to 1996,Beach and Dune,Other Non Vegetated Area,2,9,6.0
1995 to 1996,Beach and Dune,Pasture,2,10,0.0
1995 to 1996,Beach and Dune,"River, Lake and Ocean",2,11,0.0
1995 to 1996,Beach and Dune,Rocky outcrop,2,12,0.0
1995 to 1996,Beach and Dune,Urban Infrastructure,2,13,0.0
1995 to 1996,Beach and Dune,Wetland,2,14,0.0
1995 to 1996,Forest Plantation,Grassland,3,4,10.0
1995 to 1996,Forest Plantation,Mining,3,5,0.0
1995 to 1996,Forest Plantation,Mosaic of Agriculture and Pasture,3,6,0.0
1995 to 1996,Forest Plantation,Natural Forest,3,7,0.0
1995 to 1996,Forest Plantation,Non Observed,3,8,0.0
1995 to 1996,Forest Plantation,Other Non Vegetated Area,3,9,0.0
1995 to 1996,Forest Plantation,Pasture,3,10,0.0
1995 to 1996,Forest Plantation,"River, Lake and Ocean",3,11,0.0
1995 to 1996,Forest Plantation,Rocky outcrop,3,12,0.0
1995 to 1996,Forest Plantation,Urban Infrastructure,3,13,0.0
1995 to 1996,Forest Plantation,Wetland,3,14,0.0
1995 to 1996,Grassland,Mining,4,5,0.0
1995 to 1996,Grassland,Mosaic of Agriculture and Pasture,4,6,0.0
1995 to 1996,Grassland,Natural Forest,4,7,0.0
1995 to 1996,Grassland,Non Observed,4,8,0.0
1995 to 1996,Grassland,Other Non Vegetated Area,4,9,0.0
1995 to 1996,Grassland,Pasture,4,10,0.0
1995 to 1996,Grassland,"River, Lake and Ocean",4,11,0.0
1995 to 1996,Grassland,Rocky outcrop,4,12,6.0
1995 to 1996,Grassland,Urban Infrastructure,4,13,0.0
1995 to 1996,Grassland,Wetland,4,14,0.0
1995 to 1996,Mining,Mosaic of Agriculture and Pasture,5,6,0.0
1995 to 1996,Mining,Natural Forest,5,7,0.0
1995 to 1996,Mining,Non Observed,5,8,0.0
1995 to 1996,Mining,Other Non Vegetated Area,5,9,0.0
1995 to 1996,Mining,Pasture,5,10,0.0
1995 to 1996,Mining,"River, Lake and Ocean",5,11,0.0
1995 to 1996,Mining,Rocky outcrop,5,12,0.0
1995 to 1996,Mining,Urban Infrastructure,5,13,0.0
1995 to 1996,Mining,Wetland,5,14,0.0
1995 to 1996,Mosaic of Agriculture and Pasture,Natural Forest,6,7,0.0
1995 to 1996,Mosaic of Agriculture and Pasture,Non Observed,6,8,0.0
1995 to 1996,Mosaic of Agriculture and Pasture,Other Non Vegetated Area,6,9,0.0
1995 to 1996,Mosaic of Agriculture and Pasture,Pasture,6,10,0.0
1995 to 1996,Mosaic of Agriculture and Pasture,"River, Lake and Ocean",6,11,0.0
1995 to 1996,Mosaic of Agriculture and Pasture,Rocky outcrop,6,12,0.0
1995 to 1996,Mosaic of Agriculture and Pasture,Urban Infrastructure,6,13,0.0
1995 to 1996,Mosaic of Agriculture and Pasture,Wetland,6,14,0.0
1995 to 1996,Natural Forest,Non Observed,7,8,0.0
1995 to 1996,Natural Forest,Other Non Vegetated Area,7,9,0.0
1995 to 1996,Natural Forest,Pasture,7,10,0.0
1995 to 1996,Natural Forest,"River, Lake and Ocean",7,11,0.0
1995 to 1996,Natural Forest,Rocky outcrop,7,12,0.0
1995 to 1996,Natural Forest,Urban Infrastructure,7,13,0.0
1995 to 1996,Natural Forest,Wetland,7,14,0.0
1995 to 1996,Non Observed,Other Non Vegetated Area,8,9,5.0
1995 to 1996,Non Observed,Pasture,8,10,0.0
1995 to 1996,Non Observed,"River, Lake and Ocean",8,11,0.0
1995 to 1996,Non Observed,Rocky outcrop,8,12,0.0
1995 to 1996,Non Observed,Urban Infrastructure,8,13,0.0
1995 to 1996,Non Observed,Wetland,8,14,0.0
1995 to 1996,Other Non Vegetated Area,Pasture,9,10,0.0
1995 to 1996,Other Non Vegetated Area,"River, Lake and Ocean",9,11,0.0
1995 to 1996,Other Non Vegetated Area,Rocky outcrop,9,12,4.0
1995 to 1996,Other Non Vegetated Area,Urban Infrastructure,9,13,1.0
1995 to 1996,Other Non Vegetated Area,Wetland,9,14,0.0
1995 to 1996,Pasture,"River, Lake and Ocean",10,11,0.0
1995 to 1996,Pasture,Rocky outcrop,10,12,0.0
1995 to 1996,Pasture,Urban Infrastructure,10,13,0.0
1995 to 1996,Pasture,Wetland,10,14,0.0
1995 to 1996,"River, Lake and Ocean",Rocky outcrop,11,12,0.0
1995 to 1996,"River, Lake and Ocean",Urban Infrastructure,11,13,0.0
1995 to 1996,"River, Lake and Ocean",Wetland,11,14,0.0
1995 to 1996,Rocky outcrop,Urban Infrastructure,12,13,0.0
1995 to 1996,Rocky outcrop,Wetland,12,14,0.0
1995 to 1996,Urban Infrastructure,Wetland,13,14,0.0
1996 to 1997,Agriculture,Aquaculture,0,1,0.0
1996 to 1997,Agriculture,Beach and Dune,0,2,8.0
1996 to 1997,Agriculture,Forest Plantation,0,3,113.0
1996 to 1997,Agriculture,Grassland,0,4,140843.0
1996 to 1997,Agriculture,Mining,0,5,0.0
1996 to 1997,Agriculture,Mosaic of Agriculture and Pasture,0,6,0.0
1996 to 1997,Agriculture,Natural Forest,0,7,7989.0
1996 to 1997,Agriculture,Non Observed,0,8,0.0
1996 to 1997,Agriculture,Other Non Vegetated Area,0,9,1203.0
1996 to 1997,Agriculture,Pasture,0,10,0.0
1996 to 1997,Agriculture,"River, Lake and Ocean",0,11,1483.0
1996 to 1997,Agriculture,Rocky outcrop,0,12,3.0
1996 to 1997,Agriculture,Urban Infrastructure,0,13,0.0
1996 to 1997,Agriculture,Wetland,0,14,194.0
1996 to 1997,Aquaculture,Beach and Dune,1,2,0.0
1996 to 1997,Aquaculture,Forest Plantation,1,3,0.0
1996 to 1997,Aquaculture,Grassland,1,4,0.0
1996 to 1997,Aquaculture,Mining,1,5,0.0
1996 to 1997,Aquaculture,Mosaic of Agriculture and Pasture,1,6,0.0
1996 to 1997,Aquaculture,Natural Forest,1,7,0.0
1996 to 1997,Aquaculture,Non Observed,1,8,0.0
1996 to 1997,Aquaculture,Other Non Vegetated Area,1,9,0.0
1996 to 1997,Aquaculture,Pasture,1,10,0.0
1996 to 1997,Aquaculture,"River, Lake and Ocean",1,11,0.0
1996 to 1997,Aquaculture,Rocky outcrop,1,12,0.0
1996 to 1997,Aquaculture,Urban Infrastructure,1,13,0.0
1996 to 1997,Aquaculture,Wetland,1,14,0.0
1996 to 1997,Beach and Dune,Forest Plantation,2,3,0.0
1996 to 1997,Beach and Dune,Grassland,2,4,0.0
1996 to 1997,Beach and Dune,Mining,2,5,0.0
1996 to 1997,Beach and Dune,Mosaic of Agriculture and Pasture,2,6,0.0
1996 to 1997,Beach and Dune,Natural Forest,2,7,0.0
1996 to 1997,Beach and Dune,Non Observed,2,8,0.0
1996 to 1997,Beach and Dune,Other Non Vegetated Area,2,9,6.0
1996 to 1997,Beach and Dune,Pasture,2,10,0.0
1996 to 1997,Beach and Dune,"River, Lake and Ocean",2,11,0.0
1996 to 1997,Beach and Dune,Rocky outcrop,2,12,0.0
1996 to 1997,Beach and Dune,Urban Infrastructure,2,13,0.0
1996 to 1997,Beach and Dune,Wetland,2,14,0.0
1996 to 1997,Forest Plantation,Grassland,3,4,28.0
1996 to 1997,Forest Plantation,Mining,3,5,0.0
1996 to 1997,Forest Plantation,Mosaic of Agriculture and Pasture,3,6,0.0
1996 to 1997,Forest Plantation,Natural Forest,3,7,0.0
1996 to 1997,Forest Plantation,Non Observed,3,8,0.0
1996 to 1997,Forest Plantation,Other Non Vegetated Area,3,9,0.0
1996 to 1997,Forest Plantation,Pasture,3,10,0.0
1996 to 1997,Forest Plantation,"River, Lake and Ocean",3,11,0.0
1996 to 1997,Forest Plantation,Rocky outcrop,3,12,0.0
1996 to 1997,Forest Plantation,Urban Infrastructure,3,13,0.0
1996 to 1997,Forest Plantation,Wetland,3,14,0.0
1996 to 1997,Grassland,Mining,4,5,0.0
1996 to 1997,Grassland,Mosaic of Agriculture and Pasture,4,6,0.0
1996 to 1997,Grassland,Natural Forest,4,7,0.0
1996 to 1997,Grassland,Non Observed,4,8,0.0
1996 to 1997,Grassland,Other Non Vegetated Area,4,9,0.0
1996 to 1997,Grassland,Pasture,4,10,0.0
1996 to 1997,Grassland,"River, Lake and Ocean",4,11,0.0
1996 to 1997,Grassland,Rocky outcrop,4,12,16.0
1996 to 1997,Grassland,Urban Infrastructure,4,13,0.0
1996 to 1997,Grassland,Wetland,4,14,0.0
1996 to 1997,Mining,Mosaic of Agriculture and Pasture,5,6,0.0
1996 to 1997,Mining,Natural Forest,5,7,0.0
1996 to 1997,Mining,Non Observed,5,8,0.0
1996 to 1997,Mining,Other Non Vegetated Area,5,9,0.0
1996 to 1997,Mining,Pasture,5,10,0.0
1996 to 1997,Mining,"River, Lake and Ocean",5,11,0.0
1996 to 1997,Mining,Rocky outcrop,5,12,0.0
1996 to 1997,Mining,Urban Infrastructure,5,13,0.0
1996 to 1997,Mining,Wetland,5,14,0.0
1996 to 1997,Mosaic of Agriculture and Pasture,Natural Forest,6,7,0.0
1996 to 1997,Mosaic of Agriculture and Pasture,Non Observed,6,8,0.0
1996 to 1997,Mosaic of Agriculture and Pasture,Other Non Vegetated Area,6,9,0.0
1996 to 1997,Mosaic of Agriculture and Pasture,Pasture,6,10,0.0
1996 to 1997,Mosaic of Agriculture and Pasture,"River, Lake and Ocean",6,11,0.0
1996 to 1997,Mosaic of Agriculture and Pasture,Rocky outcrop,6,12,0.0
1996 to 1997,Mosaic of Agriculture and Pasture,Urban Infrastructure,6,13,0.0
1996 to 1997,Mosaic of Agriculture and Pasture,Wetland,6,14,0.0
1996 to 1997,Natural Forest,Non Observed,7,8,0.0
1996 to 1997,Natural Forest,Other Non Vegetated Area,7,9,0.0
1996 to 1997,Natural Forest,Pasture,7,10,0.0
1996 to 1997,Natural Forest,"River, Lake and Ocean",7,11,0.0
1996 to 1997,Natural Forest,Rocky outcrop,7,12,0.0
1996 to 1997,Natural Forest,Urban Infrastructure,7,13,0.0
1996 to 1997,Natural Forest,Wetland,7,14,0.0
1996 to 1997,Non Observed,Other Non Vegetated Area,8,9,4.0
1996 to 1997,Non Observed,Pasture,8,10,0.0
1996 to 1997,Non Observed,"River, Lake and Ocean",8,11,0.0
1996 to 1997,Non Observed,Rocky outcrop,8,12,0.0
1996 to 1997,Non Observed,Urban Infrastructure,8,13,0.0
1996 to 1997,Non Observed,Wetland,8,14,0.0
1996 to 1997,Other Non Vegetated Area,Pasture,9,10,0.0
1996 to 1997,Other Non Vegetated Area,"River, Lake and Ocean",9,11,0.0
1996 to 1997,Other Non Vegetated Area,Rocky outcrop,9,12,75.0
1996 to 1997,Other Non Vegetated Area,Urban Infrastructure,9,13,1.0
1996 to 1997,Other Non Vegetated Area,Wetland,9,14,0.0
1996 to 1997,Pasture,"River, Lake and Ocean",10,11,0.0
1996 to 1997,Pasture,Rocky outcrop,10,12,0.0
1996 to 1997,Pasture,Urban Infrastructure,10,13,0.0
1996 to 1997,Pasture,Wetland,10,14,0.0
1996 to 1997,"River, Lake and Ocean",Rocky outcrop,11,12,0.0
1996 to 1997,"River, Lake and Ocean",Urban Infrastructure,11,13,0.0
1996 to 1997,"River, Lake and Ocean",Wetland,11,14,0.0
1996 to 1997,Rocky outcrop,Urban Infrastructure,12,13,0.0
1996 to 1997,Rocky outcrop,Wetland,12,14,0.0
1996 to 1997,Urban Infrastructure,Wetland,13,14,0.0
1997 to 1998,Agriculture,Aquaculture,0,1,0.0
1997 to 1998,Agriculture,Beach and Dune,0,2,1.0
1997 to 1998,Agriculture,Forest Plantation,0,3,81.0
1997 to 1998,Agriculture,Grassland,0,4,161832.0
1997 to 1998,Agriculture,Mining,0,5,0.0
1997 to 1998,Agriculture,Mosaic of Agriculture and Pasture,0,6,0.0
1997 to 1998,Agriculture,Natural Forest,0,7,11835.0
1997 to 1998,Agriculture,Non Observed,0,8,0.0
1997 to 1998,Agriculture,Other Non Vegetated Area,0,9,2233.0
1997 to 1998,Agriculture,Pasture,0,10,0.0
1997 to 1998,Agriculture,"River, Lake and Ocean",0,11,4356.0
1997 to 1998,Agriculture,Rocky outcrop,0,12,6.0
1997 to 1998,Agriculture,Urban Infrastructure,0,13,0.0
1997 to 1998,Agriculture,Wetland,0,14,888.0
1997 to 1998,Aquaculture,Beach and Dune,1,2,0.0
1997 to 1998,Aquaculture,Forest Plantation,1,3,0.0
1997 to 1998,Aquaculture,Grassland,1,4,0.0
1997 to 1998,Aquaculture,Mining,1,5,0.0
1997 to 1998,Aquaculture,Mosaic of Agriculture and Pasture,1,6,0.0
1997 to 1998,Aquaculture,Natural Forest,1,7,0.0
1997 to 1998,Aquaculture,Non Observed,1,8,0.0
1997 to 1998,Aquaculture,Other Non Vegetated Area,1,9,0.0
1997 to 1998,Aquaculture,Pasture,1,10,0.0
1997 to 1998,Aquaculture,"River, Lake and Ocean",1,11,0.0
1997 to 1998,Aquaculture,Rocky outcrop,1,12,0.0
1997 to 1998,Aquaculture,Urban Infrastructure,1,13,0.0
1997 to 1998,Aquaculture,Wetland,1,14,0.0
1997 to 1998,Beach and Dune,Forest Plantation,2,3,0.0
