year,category1,category2,category1_index,category2_index,exchange
2003 to 2004,Other Non Vegetated Area,Pasture,8,9,201.0
2003 to 2004,Other Non Vegetated Area,"River, Lake and Ocean",8,10,0.0
2003 to 2004,Other Non Vegetated Area,Salt flat,8,11,0.0
2003 to 2004,Other Non Vegetated Area,Urban Infrastructure,8,12,0.0
2003 to 2004,Other Non Vegetated Area,Wetland,8,13,0.0
2003 to 2004,Pasture,"River, Lake and Ocean",9,10,10111.0
2003 to 2004,Pasture,Salt flat,9,11,1.0
2003 to 2004,Pasture,Urban Infrastructure,9,12,1.0
2003 to 2004,Pasture,Wetland,9,13,0.0
2003 to 2004,"River, Lake and Ocean",Salt flat,10,11,10.0
2003 to 2004,"River, Lake and Ocean",Urban Infrastructure,10,12,0.0
2003 to 2004,"River, Lake and Ocean",Wetland,10,13,0.0
2003 to 2004,Salt flat,Urban Infrastructure,11,12,0.0
2003 to 2004,Salt flat,Wetland,11,13,0.0
2003 to 2004,Urban Infrastructure,Wetland,12,13,0.0
2004 to 2005,Agriculture,Beach and Dune,0,1,0.0
2004 to 2005,Agriculture,Forest Plantation,0,2,0.0
2004 to 2005,Agriculture,Grassland,0,3,8901.0
2004 to 2005,Agriculture,Mining,0,4,0.0
2004 to 2005,Agriculture,Mosaic of Agriculture and Pasture,0,5,0.0
2004 to 2005,Agriculture,Natural Forest,0,6,5359.0
2004 to 2005,Agriculture,Non Observed,0,7,28.0
2004 to 2005,Agriculture,Other Non Vegetated Area,0,8,0.0
2004 to 2005,Agriculture,Pasture,0,9,61795.0
2004 to 2005,Agriculture,"River, Lake and Ocean",0,10,170.0
2004 to 2005,Agriculture,Salt flat,0,11,0.0
2004 to 2005,Agriculture,Urban Infrastructure,0,12,0.0
2004 to 2005,Agriculture,Wetland,0,13,0.0
2004 to 2005,Beach and Dune,Forest Plantation,1,2,0.0
2004 to 2005,Beach and Dune,Grassland,1,3,0.0
2004 to 2005,Beach and Dune,Mining,1,4,0.0
2004 to 2005,Beach and Dune,Mosaic of Agriculture and Pasture,1,5,0.0
2004 to 2005,Beach and Dune,Natural Forest,1,6,0.0
2004 to 2005,Beach and Dune,Non Observed,1,7,0.0
2004 to 2005,Beach and Dune,Other Non Vegetated Area,1,8,0.0
2004 to 2005,Beach and Dune,Pasture,1,9,0.0
2004 to 2005,Beach and Dune,"River, Lake and Ocean",1,10,1.0
2004 to 2005,Beach and Dune,Salt flat,1,11,0.0
2004 to 2005,Beach and Dune,Urban Infrastructure,1,12,0.0
2004 to 2005,Beach and Dune,Wetland,1,13,0.0
2004 to 2005,Forest Plantation,Grassland,2,3,26.0
2004 to 2005,Forest Plantation,Mining,2,4,0.0
2004 to 2005,Forest Plantation,Mosaic of Agriculture and Pasture,2,5,0.0
2004 to 2005,Forest Plantation,Natural Forest,2,6,0.0
2004 to 2005,Forest Plantation,Non Observed,2,7,0.0
2004 to 2005,Forest Plantation,Other Non Vegetated Area,2,8,0.0
2004 to 2005,Forest Plantation,Pasture,2,9,0.0
2004 to 2005,Forest Plantation,"River, Lake and Ocean",2,10,0.0
2004 to 2005,Forest Plantation,Salt flat,2,11,0.0
2004 to 2005,Forest Plantation,Urban Infrastructure,2,12,0.0
2004 to 2005,Forest Plantation,Wetland,2,13,0.0
2004 to 2005,Grassland,Mining,3,4,9.0
2004 to 2005,Grassland,Mosaic of Agriculture and Pasture,3,5,0.0
2004 to 2005,Grassland,Natural Forest,3,6,0.0
2004 to 2005,Grassland,Non Observed,3,7,26.0
2004 to 2005,Grassland,Other Non Vegetated Area,3,8,26.0
2004 to 2005,Grassland,Pasture,3,9,30.0
2004 to 2005,Grassland,"River, Lake and Ocean",3,10,44604.0
2004 to 2005,Grassland,Salt flat,3,11,151.0
2004 to 2005,Grassland,Urban Infrastructure,3,12,1.0
2004 to 2005,Grassland,Wetland,3,13,0.0
2004 to 2005,Mining,Mosaic of Agriculture and Pasture,4,5,0.0
2004 to 2005,Mining,Natural Forest,4,6,0.0
2004 to 2005,Mining,Non Observed,4,7,0.0
2004 to 2005,Mining,Other Non Vegetated Area,4,8,0.0
2004 to 2005,Mining,Pasture,4,9,0.0
2004 to 2005,Mining,"River, Lake and Ocean",4,10,1.0
2004 to 2005,Mining,Salt flat,4,11,0.0
2004 to 2005,Mining,Urban Infrastructure,4,12,0.0
2004 to 2005,Mining,Wetland,4,13,0.0
2004 to 2005,Mosaic of Agriculture and Pasture,Natural Forest,5,6,0.0
2004 to 2005,Mosaic of Agriculture and Pasture,Non Observed,5,7,0.0
2004 to 2005,Mosaic of Agriculture and Pasture,Other Non Vegetated Area,5,8,0.0
2004 to 2005,Mosaic of Agriculture and Pasture,Pasture,5,9,0.0
2004 to 2005,Mosaic of Agriculture and Pasture,"River, Lake and Ocean",5,10,0.0
2004 to 2005,Mosaic of Agriculture and Pasture,Salt flat,5,11,0.0
2004 to 2005,Mosaic of Agriculture and Pasture,Urban Infrastructure,5,12,0.0
2004 to 2005,Mosaic of Agriculture and Pasture,Wetland,5,13,0.0
2004 to 2005,Natural Forest,Non Observed,6,7,58.0
2004 to 2005,Natural Forest,Other Non Vegetated Area,6,8,43.0
2004 to 2005,Natural Forest,Pasture,6,9,43.0
2004 to 2005,Natural Forest,"River, Lake and Ocean",6,10,85276.0
2004 to 2005,Natural Forest,Salt flat,6,11,4.0
2004 to 2005,Natural Forest,Urban Infrastructure,6,12,2.0
2004 to 2005,Natural Forest,Wetland,6,13,0.0
2004 to 2005,Non Observed,Other Non Vegetated Area,7,8,0.0
2004 to 2005,Non Observed,Pasture,7,9,0.0
2004 to 2005,Non Observed,"River, Lake and Ocean",7,10,58.0
2004 to 2005,Non Observed,Salt flat,7,11,1.0
2004 to 2005,Non Observed,Urban Infrastructure,7,12,0.0
2004 to 2005,Non Observed,Wetland,7,13,0.0
2004 to 2005,Other Non Vegetated Area,Pasture,8,9,218.0
2004 to 2005,Other Non Vegetated Area,"River, Lake and Ocean",8,10,0.0
2004 to 2005,Other Non Vegetated Area,Salt flat,8,11,0.0
2004 to 2005,Other Non Vegetated Area,Urban Infrastructure,8,12,0.0
2004 to 2005,Other Non Vegetated Area,Wetland,8,13,0.0
2004 to 2005,Pasture,"River, Lake and Ocean",9,10,20703.0
2004 to 2005,Pasture,Salt flat,9,11,0.0
2004 to 2005,Pasture,Urban Infrastructure,9,12,0.0
2004 to 2005,Pasture,Wetland,9,13,0.0
2004 to 2005,"River, Lake and Ocean",Salt flat,10,11,10.0
2004 to 2005,"River, Lake and Ocean",Urban Infrastructure,10,12,0.0
2004 to 2005,"River, Lake and Ocean",Wetland,10,13,0.0
2004 to 2005,Salt flat,Urban Infrastructure,11,12,1.0
2004 to 2005,Salt flat,Wetland,11,13,0.0
2004 to 2005,Urban Infrastructure,Wetland,12,13,0.0
2005 to 2006,Agriculture,Beach and Dune,0,1,0.0
2005 to 2006,Agriculture,Forest Plantation,0,2,24.0
2005 to 2006,Agriculture,Grassland,0,3,14229.0
2005 to 2006,Agriculture,Mining,0,4,0.0
2005 to 2006,Agriculture,Mosaic of Agriculture and Pasture,0,5,0.0
2005 to 2006,Agriculture,Natural Forest,0,6,5644.0
2005 to 2006,Agriculture,Non Observed,0,7,0.0
2005 to 2006,Agriculture,Other Non Vegetated Area,0,8,0.0
2005 to 2006,Agriculture,Pasture,0,9,62920.0
2005 to 2006,Agriculture,"River, Lake and Ocean",0,10,297.0
2005 to 2006,Agriculture,Salt flat,0,11,0.0
2005 to 2006,Agriculture,Urban Infrastructure,0,12,0.0
2005 to 2006,Agriculture,Wetland,0,13,0.0
2005 to 2006,Beach and Dune,Forest Plantation,1,2,0.0
2005 to 2006,Beach and Dune,Grassland,1,3,0.0
2005 to 2006,Beach and Dune,Mining,1,4,0.0
2005 to 2006,Beach and Dune,Mosaic of Agriculture and Pasture,1,5,0.0
2005 to 2006,Beach and Dune,Natural Forest,1,6,0.0
2005 to 2006,Beach and Dune,Non Observed,1,7,1.0
2005 to 2006,Beach and Dune,Other Non Vegetated Area,1,8,0.0
2005 to 2006,Beach and Dune,Pasture,1,9,0.0
2005 to 2006,Beach and Dune,"River, Lake and Ocean",1,10,1.0
2005 to 2006,Beach and Dune,Salt flat,1,11,2.0
2005 to 2006,Beach and Dune,Urban Infrastructure,1,12,0.0
2005 to 2006,Beach and Dune,Wetland,1,13,0.0
2005 to 2006,Forest Plantation,Grassland,2,3,11.0
2005 to 2006,Forest Plantation,Mining,2,4,0.0
2005 to 2006,Forest Plantation,Mosaic of Agriculture and Pasture,2,5,0.0
2005 to 2006,Forest Plantation,Natural Forest,2,6,0.0
2005 to 2006,Forest Plantation,Non Observed,2,7,0.0
2005 to 2006,Forest Plantation,Other Non Vegetated Area,2,8,0.0
2005 to 2006,Forest Plantation,Pasture,2,9,0.0
2005 to 2006,Forest Plantation,"River, Lake and Ocean",2,10,0.0
2005 to 2006,Forest Plantation,Salt flat,2,11,0.0
2005 to 2006,Forest Plantation,Urban Infrastructure,2,12,0.0
2005 to 2006,Forest Plantation,Wetland,2,13,0.0
2005 to 2006,Grassland,Mining,3,4,5.0
2005 to 2006,Grassland,Mosaic of Agriculture and Pasture,3,5,0.0
2005 to 2006,Grassland,Natural Forest,3,6,0.0
2005 to 2006,Grassland,Non Observed,3,7,20.0
2005 to 2006,Grassland,Other Non Vegetated Area,3,8,10.0
2005 to 2006,Grassland,Pasture,3,9,10.0
2005 to 2006,Grassland,"River, Lake and Ocean",3,10,29707.0
2005 to 2006,Grassland,Salt flat,3,11,48.0
2005 to 2006,Grassland,Urban Infrastructure,3,12,1.0
2005 to 2006,Grassland,Wetland,3,13,0.0
2005 to 2006,Mining,Mosaic of Agriculture and Pasture,4,5,0.0
2005 to 2006,Mining,Natural Forest,4,6,0.0
2005 to 2006,Mining,Non Observed,4,7,0.0
2005 to 2006,Mining,Other Non Vegetated Area,4,8,0.0
2005 to 2006,Mining,Pasture,4,9,0.0
2005 to 2006,Mining,"River, Lake and Ocean",4,10,1.0
2005 to 2006,Mining,Salt flat,4,11,0.0
2005 to 2006,Mining,Urban Infrastructure,4,12,0.0
2005 to 2006,Mining,Wetland,4,13,0.0
2005 to 2006,Mosaic of Agriculture and Pasture,Natural Forest,5,6,0.0
2005 to 2006,Mosaic of Agriculture and Pasture,Non Observed,5,7,0.0
2005 to 2006,Mosaic of Agriculture and Pasture,Other Non Vegetated Area,5,8,0.0
2005 to 2006,Mosaic of Agriculture and Pasture,Pasture,5,9,0.0
2005 to 2006,Mosaic of Agriculture and Pasture,"River, Lake and Ocean",5,10,0.0
2005 to 2006,Mosaic of Agriculture and Pasture,Salt flat,5,11,0.0
2005 to 2006,Mosaic of Agriculture and Pasture,Urban Infrastructure,5,12,0.0
2005 to 2006,Mosaic of Agriculture and Pasture,Wetland,5,13,0.0
2005 to 2006,Natural Forest,Non Observed,6,7,63.0
2005 to 2006,Natural Forest,Other Non Vegetated Area,6,8,26.0
2005 to 2006,Natural Forest,Pasture,6,9,26.0
2005 to 2006,Natural Forest,"River, Lake and Ocean",6,10,76900.0
2005 to 2006,Natural Forest,Salt flat,6,11,8.0
2005 to 2006,Natural Forest,Urban Infrastructure,6,12,1.0
2005 to 2006,Natural Forest,Wetland,6,13,0.0
2005 to 2006,Non Observed,Other Non Vegetated Area,7,8,0.0
2005 to 2006,Non Observed,Pasture,7,9,0.0
2005 to 2006,Non Observed,"River, Lake and Ocean",7,10,22.0
2005 to 2006,Non Observed,Salt flat,7,11,2.0
2005 to 2006,Non Observed,Urban Infrastructure,7,12,0.0
2005 to 2006,Non Observed,Wetland,7,13,0.0
2005 to 2006,Other Non Vegetated Area,Pasture,8,9,500.0
2005 to 2006,Other Non Vegetated Area,"River, Lake and Ocean",8,10,0.0
2005 to 2006,Other Non Vegetated Area,Salt flat,8,11,0.0
2005 to 2006,Other Non Vegetated Area,Urban Infrastructure,8,12,0.0
2005 to 2006,Other Non Vegetated Area,Wetland,8,13,0.0
2005 to 2006,Pasture,"River, Lake and Ocean",9,10,19909.0
2005 to 2006,Pasture,Salt flat,9,11,0.0
2005 to 2006,Pasture,Urban Infrastructure,9,12,0.0
2005 to 2006,Pasture,Wetland,9,13,0.0
2005 to 2006,"River, Lake and Ocean",Salt flat,10,11,4.0
2005 to 2006,"River, Lake and Ocean",Urban Infrastructure,10,12,0.0
2005 to 2006,"River, Lake and Ocean",Wetland,10,13,0.0
2005 to 2006,Salt flat,Urban Infrastructure,11,12,1.0
2005 to 2006,Salt flat,Wetland,11,13,0.0
2005 to 2006,Urban Infrastructure,Wetland,12,13,0.0
2006 to 2007,Agriculture,Beach and Dune,0,1,0.0
2006 to 2007,Agriculture,Forest Plantation,0,2,10.0
2006 to 2007,Agriculture,Grassland,0,3,10850.0
2006 to 2007,Agriculture,Mining,0,4,0.0
2006 to 2007,Agriculture,Mosaic of Agriculture and Pasture,0,5,0.0
2006 to 2007,Agriculture,Natural Forest,0,6,5088.0
2006 to 2007,Agriculture,Non Observed,0,7,0.0
2006 to 2007,Agriculture,Other Non Vegetated Area,0,8,31.0
2006 to 2007,Agriculture,Pasture,0,9,63110.0
2006 to 2007,Agriculture,"River, Lake and Ocean",0,10,181.0
2006 to 2007,Agriculture,Salt flat,0,11,0.0
2006 to 2007,Agriculture,Urban Infrastructure,0,12,1.0
2006 to 2007,Agriculture,Wetland,0,13,0.0
2006 to 2007,Beach and Dune,Forest Plantation,1,2,0.0
2006 to 2007,Beach and Dune,Grassland,1,3,0.0
2006 to 2007,Beach and Dune,Mining,1,4,0.0
2006 to 2007,Beach and Dune,Mosaic of Agriculture and Pasture,1,5,0.0
2006 to 2007,Beach and Dune,Natural Forest,1,6,0.0
2006 to 2007,Beach and Dune,Non Observed,1,7,0.0
2006 to 2007,Beach and Dune,Other Non Vegetated Area,1,8,0.0
2006 to 2007,Beach and Dune,Pasture,1,9,0.0
2006 to 2007,Beach and Dune,"River, Lake and Ocean",1,10,0.0
2006 to 2007,Beach and Dune,Salt flat,1,11,1.0
2006 to 2007,Beach and Dune,Urban Infrastructure,1,12,0.0
2006 to 2007,Beach and Dune,Wetland,1,13,0.0
2006 to 2007,Forest Plantation,Grassland,2,3,15.0
2006 to 2007,Forest Plantation,Mining,2,4,0.0
2006 to 2007,Forest Plantation,Mosaic of Agriculture and Pasture,2,5,0.0
2006 to 2007,Forest Plantation,Natural Forest,2,6,0.0
2006 to 2007,Forest Plantation,Non Observed,2,7,0.0
2006 to 2007,Forest Plantation,Other Non Vegetated Area,2,8,0.0
2006 to 2007,Forest Plantation,Pasture,2,9,0.0
2006 to 2007,Forest Plantation,"River, Lake and Ocean",2,10,0.0
2006 to 2007,Forest Plantation,Salt flat,2,11,0.0
2006 to 2007,Forest Plantation,Urban Infrastructure,2,12,0.0
2006 to 2007,Forest Plantation,Wetland,2,13,0.0
2006 to 2007,Grassland,Mining,3,4,2.0
2006 to 2007,Grassland,Mosaic of Agriculture and Pasture,3,5,0.0
2006 to 2007,Grassland,Natural Forest,3,6,0.0
2006 to 2007,Grassland,Non Observed,3,7,21.0
2006 to 2007,Grassland,Other Non Vegetated Area,3,8,21.0
2006 to 2007,Grassland,Pasture,3,9,21.0
2006 to 2007,Grassland,"River, Lake and Ocean",3,10,41256.0
2006 to 2007,Grassland,Salt flat,3,11,92.0
2006 to 2007,Grassland,Urban Infrastructure,3,12,1.0
2006 to 2007,Grassland,Wetland,3,13,0.0
2006 to 2007,Mining,Mosaic of Agriculture and Pasture,4,5,0.0
2006 to 2007,Mining,Natural Forest,4,6,0.0
2006 to 2007,Mining,Non Observed,4,7,0.0
2006 to 2007,Mining,Other Non Vegetated Area,4,8,0.0
2006 to 2007,Mining,Pasture,4,9,0.0
2006 to 2007,Mining,"River, Lake and Ocean",4,10,1.0
2006 to 2007,Mining,Salt flat,4,11,0.0
2006 to 2007,Mining,Urban Infrastructure,4,12,0.0
2006 to 2007,Mining,Wetland,4,13,0.0
2006 to 2007,Mosaic of Agriculture and Pasture,Natural Forest,5,6,0.0
2006 to 2007,Mosaic of Agriculture and Pasture,Non Observed,5,7,0.0
2006 to 2007,Mosaic of Agriculture and Pasture,Other Non Vegetated Area,5,8,0.0
2006 to 2007,Mosaic of Agriculture and Pasture,Pasture,5,9,0.0
2006 to 2007,Mosaic of Agriculture and Pasture,"River, Lake and Ocean",5,10,0.0
2006 to 2007,Mosaic of Agriculture and Pasture,Salt flat,5,11,0.0
2006 to 2007,Mosaic of Agriculture and Pasture,Urban Infrastructure,5,12,0.0
2006 to 2007,Mosaic of Agriculture and Pasture,Wetland,5,13,0.0
2006 to 2007,Natural Forest,Non Observed,6,7,61.0
2006 to 2007,Natural Forest,Other Non Vegetated Area,6,8,20.0
2006 to 2007,Natural Forest,Pasture,6,9,20.0
2006 to 2007,Natural Forest,"River, Lake and Ocean",6,10,87195.0
2006 to 2007,Natural Forest,Salt flat,6,11,5.0
2006 to 2007,Natural Forest,Urban Infrastructure,6,12,2.0
2006 to 2007,Natural Forest,Wetland,6,13,0.0
2006 to 2007,Non Observed,Other Non Vegetated Area,7,8,0.0
2006 to 2007,Non Observed,Pasture,7,9,0.0
2006 to 2007,Non Observed,"River, Lake and Ocean",7,10,21.0
2006 to 2007,Non Observed,Salt flat,7,11,1.0
2006 to 2007,Non Observed,Urban Infrastructure,7,12,0.0
2006 to 2007,Non Observed,Wetland,7,13,0.0
2006 to 2007,Other Non Vegetated Area,Pasture,8,9,436.0
2006 to 2007,Other Non Vegetated Area,"River, Lake and Ocean",8,10,1.0
2006 to 2007,Other Non Vegetated Area,Salt flat,8,11,0.0
2006 to 2007,Other Non Vegetated Area,Urban Infrastructure,8,12,0.0
2006 to 2007,Other Non Vegetated Area,Wetland,8,13,0.0
2006 to 2007,Pasture,"River, Lake and Ocean",9,10,12423.0
2006 to 2007,Pasture,Salt flat,9,11,1.0
2006 to 2007,Pasture,Urban Infrastructure,9,12,1.0
2006 to 2007,Pasture,Wetland,9,13,0.0
2006 to 2007,"River, Lake and Ocean",Salt flat,10,11,4.0
2006 to 2007,"River, Lake and Ocean",Urban Infrastructure,10,12,0.0
2006 to 2007,"River, Lake and Ocean",Wetland,10,13,0.0
2006 to 2007,Salt flat,Urban Infrastructure,11,12,0.0
2006 to 2007,Salt flat,Wetland,11,13,0.0
2006 to 2007,Urban Infrastructure,Wetland,12,13,0.0
2007 to 2008,Agriculture,Beach and Dune,0,1,0.0
2007 to 2008,Agriculture,Forest Plantation,0,2,7.0
2007 to 2008,Agriculture,Grassland,0,3,6909.0
2007 to 2008,Agriculture,Mining,0,4,0.0
2007 to 2008,Agriculture,Mosaic of Agriculture and Pasture,0,5,0.0
2007 to 2008,Agriculture,Natural Forest,0,6,6671.0
2007 to 2008,Agriculture,Non Observed,0,7,7.0
2007 to 2008,Agriculture,Other Non Vegetated Area,0,8,29.0
2007 to 2008,Agriculture,Pasture,0,9,53210.0
2007 to 2008,Agriculture,"River, Lake and Ocean",0,10,135.0
2007 to 2008,Agriculture,Salt flat,0,11,0.0
2007 to 2008,Agriculture,Urban Infrastructure,0,12,1.0
2007 to 2008,Agriculture,Wetland,0,13,0.0
2007 to 2008,Beach and Dune,Forest Plantation,1,2,0.0
2007 to 2008,Beach and Dune,Grassland,1,3,0.0
2007 to 2008,Beach and Dune,Mining,1,4,0.0
2007 to 2008,Beach and Dune,Mosaic of Agriculture and Pasture,1,5,0.0
2007 to 2008,Beach and Dune,Natural Forest,1,6,0.0
2007 to 2008,Beach and Dune,Non Observed,1,7,0.0
2007 to 2008,Beach and Dune,Other Non Vegetated Area,1,8,0.0
2007 to 2008,Beach and Dune,Pasture,1,9,0.0
2007 to 2008,Beach and Dune,"River, Lake and Ocean",1,10,0.0
2007 to 2008,Beach and Dune,Salt flat,1,11,1.0
2007 to 2008,Beach and Dune,Urban Infrastructure,1,12,0.0
2007 to 2008,Beach and Dune,Wetland,1,13,0.0
2007 to 2008,Forest Plantation,Grassland,2,3,33.0
2007 to 2008,Forest Plantation,Mining,2,4,0.0
2007 to 2008,Forest Plantation,Mosaic of Agriculture and Pasture,2,5,0.0
2007 to 2008,Forest Plantation,Natural Forest,2,6,0.0
2007 to 2008,Forest Plantation,Non Observed,2,7,0.0
2007 to 2008,Forest Plantation,Other Non Vegetated Area,2,8,0.0
2007 to 2008,Forest Plantation,Pasture,2,9,0.0
2007 to 2008,Forest Plantation,"River, Lake and Ocean",2,10,0.0
2007 to 2008,Forest Plantation,Salt flat,2,11,0.0
2007 to 2008,Forest Plantation,Urban Infrastructure,2,12,0.0
2007 to 2008,Forest Plantation,Wetland,2,13,0.0
2007 to 2008,Grassland,Mining,3,4,5.0
2007 to 2008,Grassland,Mosaic of Agriculture and Pasture,3,5,0.0
2007 to 2008,Grassland,Natural Forest,3,6,0.0
2007 to 2008,Grassland,Non Observed,3,7,29.0
2007 to 2008,Grassland,Other Non Vegetated Area,3,8,29.0
2007 to 2008,Grassland,Pasture,3,9,100.0
2007 to 2008,Grassland,"River, Lake and Ocean",3,10,36247.0
2007 to 2008,Grassland,Salt flat,3,11,200.0
2007 to 2008,Grassland,Urban Infrastructure,3,12,1.0
2007 to 2008,Grassland,Wetland,3,13,0.0
2007 to 2008,Mining,Mosaic of Agriculture and Pasture,4,5,0.0
2007 to 2008,Mining,Natural Forest,4,6,0.0
2007 to 2008,Mining,Non Observed,4,7,0.0
2007 to 2008,Mining,Other Non Vegetated Area,4,8,0.0
2007 to 2008,Mining,Pasture,4,9,0.0
2007 to 2008,Mining,"River, Lake and Ocean",4,10,2.0
2007 to 2008,Mining,Salt flat,4,11,0.0
2007 to 2008,Mining,Urban Infrastructure,4,12,0.0
2007 to 2008,Mining,Wetland,4,13,0.0
2007 to 2008,Mosaic of Agriculture and Pasture,Natural Forest,5,6,0.0
2007 to 2008,Mosaic of Agriculture and Pasture,Non Observed,5,7,0.0
2007 to 2008,Mosaic of Agriculture and Pasture,Other Non Vegetated Area,5,8,0.0
2007 to 2008,Mosaic of Agriculture and Pasture,Pasture,5,9,0.0
2007 to 2008,Mosaic of Agriculture and Pasture,"River, Lake and Ocean",5,10,0.0
2007 to 2008,Mosaic of Agriculture and Pasture,Salt flat,5,11,0.0
2007 to 2008,Mosaic of Agriculture and Pasture,Urban Infrastructure,5,12,0.0
2007 to 2008,Mosaic of Agriculture and Pasture,Wetland,5,13,0.0
2007 to 2008,Natural Forest,Non Observed,6,7,77.0
2007 to 2008,Natural Forest,Other Non Vegetated Area,6,8,61.0
2007 to 2008,Natural Forest,Pasture,6,9,61.0
2007 to 2008,Natural Forest,"River, Lake and Ocean",6,10,85150.0
2007 to 2008,Natural Forest,Salt flat,6,11,7.0
2007 to 2008,Natural Forest,Urban Infrastructure,6,12,3.0
2007 to 2008,Natural Forest,Wetland,6,13,0.0
2007 to 2008,Non Observed,Other Non Vegetated Area,7,8,0.0
2007 to 2008,Non Observed,Pasture,7,9,0.0
2007 to 2008,Non Observed,"River, Lake and Ocean",7,10,25.0
2007 to 2008,Non Observed,Salt flat,7,11,2.0
2007 to 2008,Non Observed,Urban Infrastructure,7,12,0.0
2007 to 2008,Non Observed,Wetland,7,13,0.0
2007 to 2008,Other Non Vegetated Area,Pasture,8,9,374.0
2007 to 2008,Other Non Vegetated Area,"River, Lake and Ocean",8,10,4.0
2007 to 2008,Other Non Vegetated Area,Salt flat,8,11,0.0
2007 to 2008,Other Non Vegetated Area,Urban Infrastructure,8,12,0.0
2007 to 2008,Other Non Vegetated Area,Wetland,8,13,0.0
2007 to 2008,Pasture,"River, Lake and Ocean",9,10,6880.0
2007 to 2008,Pasture,Salt flat,9,11,1.0
2007 to 2008,Pasture,Urban Infrastructure,9,12,1.0
2007 to 2008,Pasture,Wetland,9,13,0.0
2007 to 2008,"River, Lake and Ocean",Salt flat,10,11,10.0
2007 to 2008,"River, Lake and Ocean",Urban Infrastructure,10,12,1.0
2007 to 2008,"River, Lake and Ocean",Wetland,10,13,0.0
2007 to 2008,Salt flat,Urban Infrastructure,11,12,1.0
2007 to 2008,Salt flat,Wetland,11,13,0.0
2007 to 2008,Urban Infrastructure,Wetland,12,13,0.0
2008 to 2009,Agriculture,Beach and Dune,0,1,0.0
2008 to 2009,Agriculture,Forest Plantation,0,2,40.0
2008 to 2009,Agriculture,Grassland,0,3,16502.0
2008 to 2009,Agriculture,Mining,0,4,0.0
2008 to 2009,Agriculture,Mosaic of Agriculture and Pasture,0,5,0.0
2008 to 2009,Agriculture,Natural Forest,0,6,6323.0
2008 to 2009,Agriculture,Non Observed,0,7,12.0
2008 to 2009,Agriculture,Other Non Vegetated Area,0,8,1.0
2008 to 2009,Agriculture,Pasture,0,9,95325.0
2008 to 2009,Agriculture,"River, Lake and Ocean",0,10,275.0
2008 to 2009,Agriculture,Salt flat,0,11,0.0
2008 to 2009,Agriculture,Urban Infrastructure,0,12,1.0
2008 to 2009,Agriculture,Wetland,0,13,0.0
2008 to 2009,Beach and Dune,Forest Plantation,1,2,0.0
2008 to 2009,Beach and Dune,Grassland,1,3,0.0
2008 to 2009,Beach and Dune,Mining,1,4,0.0
2008 to 2009,Beach and Dune,Mosaic of Agriculture and Pasture,1,5,0.0
2008 to 2009,Beach and Dune,Natural Forest,1,6,0.0
2008 to 2009,Beach and Dune,Non Observed,1,7,0.0
2008 to 2009,Beach and Dune,Other Non Vegetated Area,1,8,0.0
2008 to 2009,Beach and Dune,Pasture,1,9,0.0
2008 to 2009,Beach and Dune,"River, Lake and Ocean",1,10,1.0
2008 to 2009,Beach and Dune,Salt flat,1,11,1.0
2008 to 2009,Beach and Dune,Urban Infrastructure,1,12,0.0
2008 to 2009,Beach and Dune,Wetland,1,13,0.0
2008 to 2009,Forest Plantation,Grassland,2,3,70.0
2008 to 2009,Forest Plantation,Mining,2,4,0.0
2008 to 2009,Forest Plantation,Mosaic of Agriculture and Pasture,2,5,0.0
2008 to 2009,Forest Plantation,Natural Forest,2,6,0.0
2008 to 2009,Forest Plantation,Non Observed,2,7,0.0
2008 to 2009,Forest Plantation,Other Non Vegetated Area,2,8,0.0
2008 to 2009,Forest Plantation,Pasture,2,9,0.0
2008 to 2009,Forest Plantation,"River, Lake and Ocean",2,10,0.0
2008 to 2009,Forest Plantation,Salt flat,2,11,0.0
2008 to 2009,Forest Plantation,Urban Infrastructure,2,12,0.0
2008 to 2009,Forest Plantation,Wetland,2,13,0.0
2008 to 2009,Grassland,Mining,3,4,11.0
2008 to 2009,Grassland,Mosaic of Agriculture and Pasture,3,5,0.0
2008 to 2009,Grassland,Natural Forest,3,6,0.0
2008 to 2009,Grassland,Non Observed,3,7,27.0
2008 to 2009,Grassland,Other Non Vegetated Area,3,8,5.0
2008 to 2009,Grassland,Pasture,3,9,5.0
2008 to 2009,Grassland,"River, Lake and Ocean",3,10,43921.0
2008 to 2009,Grassland,Salt flat,3,11,92.0
2008 to 2009,Grassland,Urban Infrastructure,3,12,1.0
2008 to 2009,Grassland,Wetland,3,13,0.0
2008 to 2009,Mining,Mosaic of Agriculture and Pasture,4,5,0.0
2008 to 2009,Mining,Natural Forest,4,6,0.0
2008 to 2009,Mining,Non Observed,4,7,0.0
2008 to 2009,Mining,Other Non Vegetated Area,4,8,0.0
2008 to 2009,Mining,Pasture,4,9,0.0
2008 to 2009,Mining,"River, Lake and Ocean",4,10,2.0
2008 to 2009,Mining,Salt flat,4,11,0.0
2008 to 2009,Mining,Urban Infrastructure,4,12,0.0
2008 to 2009,Mining,Wetland,4,13,0.0
2008 to 2009,Mosaic of Agriculture and Pasture,Natural Forest,5,6,0.0
2008 to 2009,Mosaic of Agriculture and Pasture,Non Observed,5,7,0.0
2008 to 2009,Mosaic of Agriculture and Pasture,Other Non Vegetated Area,5,8,0.0
2008 to 2009,Mosaic of Agriculture and Pasture,Pasture,5,9,0.0
